"study_id","segment","code_identifiers","code_main","aro_accession","aro_description","aro_name","mesh_class_id","mesh_definitions","mesh_segment_class","mesh_name"
"2963","tetracyclin","M","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"2963","tobramycin","N","Drug Resisted","ARO:0000052","Tobramycin is an aminoglycoside antibiotic used to treat different types of bacterial infections. Tobramycin works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","tobramycin","http://purl.bioontology.org/ontology/mesh/d014031","an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.","Preferred Label","tobramycin"
"2963","trimethoprim/sulfamethoxazole","O","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"2963","amoxicillin/clav","A","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"2963","ampicillin","B","Drug Resisted","ARO:3000637","Ampicillin is a penicillin derivative that is highly acid stable, with its activity similar to benzylpenicillin.","ampicillin","http://purl.bioontology.org/ontology/mesh/d000667","semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.","Preferred Label","ampicillin"
"2963","cefotaxime","C","Drug Resisted","ARO:3000645","Cefotaxime is a semisynthetic cephalosporin taken parenterally. It is resistant to most beta-lactamases and active against Gram-negative rods and cocci due to its aminothiazoyl and methoximino functional groups.","cefotaxime","http://purl.bioontology.org/ontology/mesh/d002439","semisynthetic broad-spectrum cephalosporin.","Preferred Label","cefotaxime"
"2963","cefpodoxime","D","Drug Resisted","ARO:3000647","Cefpodoxime is a semisynthetic cephalosporin that acts similarly to cefotaxime with broad-spectrum activity. It is stable to many plasmid-mediated beta-lactamses. Cefpodoxime is consumed as the prodrug cefpodoxime proxetil.","cefpodoxime","http://purl.bioontology.org/ontology/mesh/c053268",NA,"Preferred Label","cefpodoxime"
"2963","ceftazidime","E","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"3060","carbapenem","","Drug Resisted","ARO:0000020","Carbapenems are a class of beta-lactam antibiotics with a broad spectrum of antibacterial activity, and have a structure which renders them highly resistant to beta-lactamases. Carbapenem antibiotics are bactericidal, and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. The peptidoglycan layer is important for cell wall structural integrity, especially in Gram-positive organisms.","carbapenem",NA,NA,NA,NA
"3060","aminoglycosides","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d000617","glycosylated compounds in which there is an amino substituent on the glycoside. some of them are clinically important antibiotics.","Preferred Label","aminoglycosides"
"3060","β-lactams","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"3060","doripenem","A","Drug Resisted","ARO:3000640","Doripenem is a carbapenem with a broad range of activity against Gram-positive and Gram-negative bacteria, and along with meropenem, it is the most active beta-lactam antibiotic against Pseudomonas aeruginosa. It inhibits bacterial cell wall synthesis.","doripenem","http://purl.bioontology.org/ontology/mesh/c099245",NA,"Preferred Label","doripenem"
"3060","meropenem","B","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
"3060","imipenem","C","Drug Resisted","ARO:3000170","Imipenem is a broad-spectrum antibiotic and is usually taken with cilastatin, which prevents hydrolysis of imipenem by renal dehydropeptidase-I. It is resistant to hydrolysis by most other beta-lactamases. Notable exceptions are the KPC beta-lactamases and Ambler Class B enzymes.","imipenem","http://purl.bioontology.org/ontology/mesh/d015378","semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.","Preferred Label","imipenem"
"3060","etapenem","D","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"3060","aztreonam(","E","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"3095","aztreonam","B","Drug Resisted","ARO:3000550","Aztreonam was the first monobactam discovered, and is greatly effective against Gram-negative bacteria while inactive against Gram-positive bacteria. Artreonam is a poor substrate for beta-lactamases, and may even act as an inhibitor. In Gram-negative bacteria, Aztreonam interferes with filamentation, inhibiting cell division and leading to cell death.","aztreonam","http://purl.bioontology.org/ontology/mesh/d001398","a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.","Preferred Label","aztreonam"
"3095","cefepime","C","Drug Resisted","ARO:0000059","Cefepime (INN) is a fourth-generation cephalosporin antibiotic developed in 1994. It contains an aminothiazolyl group that decreases its affinity with beta-lactamases. Cefepime shows high binding affinity with penicillin-binding proteins and has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents.","cefepime","http://purl.bioontology.org/ontology/mesh/c043266",NA,"Preferred Label","cefepime"
"3095","ceftazidime","D","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"3095","ciprofloxacin","E","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"3095","gentamicin","F","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"3095","imipenem","G","Drug Resisted","ARO:3000170","Imipenem is a broad-spectrum antibiotic and is usually taken with cilastatin, which prevents hydrolysis of imipenem by renal dehydropeptidase-I. It is resistant to hydrolysis by most other beta-lactamases. Notable exceptions are the KPC beta-lactamases and Ambler Class B enzymes.","imipenem","http://purl.bioontology.org/ontology/mesh/d015378","semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.","Preferred Label","imipenem"
"3095","levofloxacin","H","Drug Resisted","ARO:0000071","Levofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class. Its main target is topoisomerase IV, inhibiting its function and disrupting DNA replication.","levofloxacin","http://purl.bioontology.org/ontology/mesh/d064704","the l-isomer of ofloxacin.","Preferred Label","levofloxacin"
"3095","meropenem","I","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
"3095","piperacillin","J","Drug Resisted","ARO:0000078","Piperacillin is an acetylureidopenicillin and has an extended spectrum of targets relative to other beta-lactam antibiotics. It inhibits cell wall synthesis in bacteria, and is usually taken with the beta-lactamase inhibitor tazobactam to overcome penicillin-resistant bacteria.","piperacillin","http://purl.bioontology.org/ontology/mesh/d010878","semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.","Preferred Label","piperacillin"
"3095","amikacin","A","Drug Resisted","ARO:0000013","Amikacin is an aminoglycoside antibiotic that works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","amikacin","http://purl.bioontology.org/ontology/mesh/d000583","a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.","Preferred Label","amikacin"
"3235","meropenem","","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
"3235","aztreonam","A","Drug Resisted","ARO:3000550","Aztreonam was the first monobactam discovered, and is greatly effective against Gram-negative bacteria while inactive against Gram-positive bacteria. Artreonam is a poor substrate for beta-lactamases, and may even act as an inhibitor. In Gram-negative bacteria, Aztreonam interferes with filamentation, inhibiting cell division and leading to cell death.","aztreonam","http://purl.bioontology.org/ontology/mesh/d001398","a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.","Preferred Label","aztreonam"
"3235","ceftazidime","B","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"3235","ceftriaxone","C","Drug Resisted","ARO:0000062","Ceftriaxone is a third-generation cephalosporin antibiotic. The presence of an aminothiazolyl sidechain increases ceftriazone's resistance to beta-lactamases. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria.","ceftriaxone","http://purl.bioontology.org/ontology/mesh/d002443","a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.","Preferred Label","ceftriaxone"
"3235","piperacillin/tazobactam","D","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"3235","ertapenem","E","Drug Resisted","ARO:0000070","Ertapenem is a carbapenem antibiotic and is highly resistant to beta-lactamases like other carbapenems. It inhibits bacterial cell wall synthesis.","ertapenem","http://purl.bioontology.org/ontology/mesh/c446479",NA,"Preferred Label","ertapenem"
"3235","imipenem","F","Drug Resisted","ARO:3000170","Imipenem is a broad-spectrum antibiotic and is usually taken with cilastatin, which prevents hydrolysis of imipenem by renal dehydropeptidase-I. It is resistant to hydrolysis by most other beta-lactamases. Notable exceptions are the KPC beta-lactamases and Ambler Class B enzymes.","imipenem","http://purl.bioontology.org/ontology/mesh/d015378","semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.","Preferred Label","imipenem"
"3374","vancomycin","","Drug Resisted","ARO:0000028","Vancomycin is a glycopeptide antibiotic used in the prophylaxis and treatment of infections caused by Gram-positive bacteria. Vancomycin inhibits the synthesis of peptidoglycan, the major component of the cell wall of gram-positive bacteria. Its mechanism of action is unusual in that it acts by binding precursors of peptidoglycan, rather than by interacting with an enzyme.","vancomycin","http://purl.bioontology.org/ontology/mesh/d014640","antibacterial obtained from streptomyces orientalis. it is a glycopeptide related to ristocetin that inhibits bacterial cell wall assembly and is toxic to kidneys and the inner ear.","Preferred Label","vancomycin"
"345","ceftazidime","","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"345","ciprofloxacin","","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"345","carbapenems","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d015780","a group of beta-lactam antibiotics in which the sulfur atom in the thiazolidine ring of the penicillin molecule is replaced by a carbon atom. thienamycins are a subgroup of carbapenems which have a sulfur atom as the first constituent of the side chain.","Preferred Label","carbapenems"
"345","cefepime","B","Drug Resisted","ARO:0000059","Cefepime (INN) is a fourth-generation cephalosporin antibiotic developed in 1994. It contains an aminothiazolyl group that decreases its affinity with beta-lactamases. Cefepime shows high binding affinity with penicillin-binding proteins and has an extended spectrum of activity against Gram-positive and Gram-negative bacteria, with greater activity against both Gram-negative and Gram-positive organisms than third-generation agents.","cefepime","http://purl.bioontology.org/ontology/mesh/c043266",NA,"Preferred Label","cefepime"
"345","aztreonam","C","Drug Resisted","ARO:3000550","Aztreonam was the first monobactam discovered, and is greatly effective against Gram-negative bacteria while inactive against Gram-positive bacteria. Artreonam is a poor substrate for beta-lactamases, and may even act as an inhibitor. In Gram-negative bacteria, Aztreonam interferes with filamentation, inhibiting cell division and leading to cell death.","aztreonam","http://purl.bioontology.org/ontology/mesh/d001398","a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.","Preferred Label","aztreonam"
"345","piperacillin-tazobactam","D","Drug Resisted","ARO:3004021","An antibiotic cocktail containing the penam beta-lactam antibiotic Piperacillin and the beta-lactamase inhibitor Tazobactam.","piperacillin-tazobactam",NA,NA,NA,NA
"345","gentamicin","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"3461","levofloxacin","C","Drug Resisted","ARO:0000071","Levofloxacin is a synthetic chemotherapeutic antibiotic of the fluoroquinolone drug class. Its main target is topoisomerase IV, inhibiting its function and disrupting DNA replication.","levofloxacin","http://purl.bioontology.org/ontology/mesh/d064704","the l-isomer of ofloxacin.","Preferred Label","levofloxacin"
"3461","ceftazidime","A","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"3461","ciprofloxacin","B","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"3471","erythromycin","","Drug Resisted","ARO:0000006","Erythromycin is a macrolide antibiotic with a 14-carbon ring that has an antimicrobial spectrum similar to or slightly wider than that of penicillin, and is often used for people that have an allergy to penicillins. Erythromycin may possess bacteriocidal activity, particularly at higher concentrations by binding to the 50S subunit of the bacterial 70S rRNA complex, inhibiting peptidyl-tRNA translocation. Thus, protein synthesis and subsequently structure/function processes critical for life or replication are inhibited.","erythromycin","http://purl.bioontology.org/ontology/mesh/d004917","a bacteriostatic antibiotic macrolide produced by streptomyces erythreus. erythromycin a is considered its major active component. in sensitive organisms, it inhibits protein synthesis by binding to 50s ribosomal subunits. this binding process inhibits peptidyl transferase activity and interferes with translocation of amino acids during translation and assembly of proteins.","Preferred Label","erythromycin"
"3471","oxacillin","","Drug Resisted","ARO:0000056","Oxacillin is a penicillinase-resistant beta-lactam. It is similar to methicillin, and has replaced methicillin in clinical use. Oxacillin, especially in combination with other antibiotics, is effective against many penicillinase-producing strains of Staphylococcus aureus and Staphylococcus epidermidis.","oxacillin","http://purl.bioontology.org/ontology/mesh/d010068","an antibiotic similar to flucloxacillin used in resistant staphylococci infections.","Preferred Label","oxacillin"
"3529","penicillin g","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d010400","a penicillin derivative commonly used in the form of its sodium or potassium salts in the treatment of a variety of infections. it is effective against most gram-positive bacteria and against gram-negative cocci. it has also been used as an experimental convulsant because of its actions on gamma-aminobutyric acid mediated synaptic transmission.","Preferred Label","penicillin g"
"3529","ciprofloxacin","","Drug Resisted","ARO:0000036","Ciprofloxacin is a bacteriocidal fluoroquinolone. It blocks bacterial DNA replication by binding to the toposiomerase II or IV-DNA complex (or cleavable complex), thereby causing double-stranded breaks in the bacterial chromosome.","ciprofloxacin","http://purl.bioontology.org/ontology/mesh/d002939","a broad-spectrum antimicrobial carboxyfluoroquinoline.","Preferred Label","ciprofloxacin"
"3529","moxifloxacin","","Drug Resisted","ARO:0000074","Moxifloxacin is a fourth generation synthetic fluoroquinolone chemotherapeutic agent, and has been shown to be significantly more active than levofloxacin (4 to 8 times more) against Streptococcus pneumoniae. It acts by inhibiting bacterial DNA topoisomerases.","moxifloxacin","http://purl.bioontology.org/ontology/mesh/c104727",NA,"Preferred Label","moxifloxacin"
"3529","gentamicin","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d005839","a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.","Synonyms","gentamicins"
"3529","clindamycin","","Drug Resisted","ARO:0000066","Clindamycin is a lincosamide antibiotic that blocks A-site aminoacyl-tRNA binding. It is usually used to treat infections with anaerobic bacteria but can also be used to treat some protozoal diseases, such as malaria.","clindamycin","http://purl.bioontology.org/ontology/mesh/d002981","an antibacterial agent that is a semisynthetic analog of lincomycin.","Preferred Label","clindamycin"
"3557","carbapenems","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d015780","a group of beta-lactam antibiotics in which the sulfur atom in the thiazolidine ring of the penicillin molecule is replaced by a carbon atom. thienamycins are a subgroup of carbapenems which have a sulfur atom as the first constituent of the side chain.","Preferred Label","carbapenems"
"3596","tetracyclines","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d013754","closely congeneric derivatives of the polycyclic naphthacenecarboxamide. (gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 8th ed, p1117)","Preferred Label","tetracyclines"
"3596","-lactams","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"3596","aminoglycosides","","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d000617","glycosylated compounds in which there is an amino substituent on the glycoside. some of them are clinically important antibiotics.","Preferred Label","aminoglycosides"
"360","tobramycin","B","Drug Resisted","ARO:0000052","Tobramycin is an aminoglycoside antibiotic used to treat different types of bacterial infections. Tobramycin works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","tobramycin","http://purl.bioontology.org/ontology/mesh/d014031","an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.","Preferred Label","tobramycin"
"360","netilmicin","B","Drug Resisted","ARO:0000038","Netilmicin is a member of the aminoglycoside family of antibiotics. These antibiotics have the ability to kill a wide variety of bacteria by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth. Netilmicin is not absorbed from the gut and is therefore only given by injection or infusion. It is only used in the treatment of serious infections particularly those resistant to gentamicin.","netilmicin","http://purl.bioontology.org/ontology/mesh/d009428","semisynthetic 1-n-ethyl derivative of sisomycin, an aminoglycoside antibiotic with action similar to gentamicin, but less ear and kidney toxicity.","Preferred Label","netilmicin"
"360","meropenem","","Drug Resisted","ARO:0000073","Meropenem is an ultra-broad spectrum injectable antibiotic used to treat a wide variety of infections, including meningitis and pneumonia. It is a beta-lactam and belongs to the subgroup of carbapenem, similar to imipenem and ertapenem.","meropenem","http://purl.bioontology.org/ontology/mesh/c059500",NA,"Preferred Label","meropenem"
"360","ticarcillin","","Drug Resisted","ARO:3003832","Ticarcillin is a carboxypenicillin used for the treatment of Gram-negative bacteria, particularly P. aeruginosa. Ticarcillin's antibiotic properties arise from its ability to prevent cross-linking of peptidoglycan during cell wall synthesis, when the bacteria try to divide, causing cell death.","ticarcillin","http://purl.bioontology.org/ontology/mesh/d013982","an antibiotic derived from penicillin similar to carbenicillin in action.","Preferred Label","ticarcillin"
"360","ticarcillin/clavulanate","","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"360","ceftazidime","","Drug Resisted","ARO:0000060","Ceftazidime is a third-generation cephalosporin antibiotic. Like other third-generation cephalosporins, it has broad spectrum activity against Gram-positive and Gram-negative bacteria. Unlike most third-generation agents, it is active against Pseudomonas aeruginosa, however it has weaker activity against Gram-positive microorganisms and is not used for such infections.","ceftazidime","http://purl.bioontology.org/ontology/mesh/d002442","semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.","Preferred Label","ceftazidime"
"3622","tobramycin ","J","Drug Resisted",NA,NA,NA,NA,NA,NA,NA
"3622","amikacin","K","Drug Resisted","ARO:0000013","Amikacin is an aminoglycoside antibiotic that works by binding to the bacterial 30S ribosomal subunit, causing misreading of mRNA and leaving the bacterium unable to synthesize proteins vital to its growth.","amikacin","http://purl.bioontology.org/ontology/mesh/d000583","a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.","Preferred Label","amikacin"
"3622","minocycline","L","Drug Resisted","ARO:3000152","Minocycline is second generation semi-synthetic derivative of the tetracycline group of antibiotics. It inhibits bacterial protein synthesis by binding to the 30S subunit of the bacterial ribosome and preventing the aminotransferase-tRNA from associating with the ribosome.","minocycline","http://purl.bioontology.org/ontology/mesh/d008911","a tetracycline analog, having a 7-dimethylamino and lacking the 5 methyl and hydroxyl groups, which is effective against tetracycline-resistant staphylococcus infections.","Preferred Label","minocycline"
"3622","doxycycline","M","Drug Resisted","ARO:0000069","Doxycycline is second generation semi-synthetic derivative of the tetracycline group of antibiotics. It inhibits bacterial protein synthesis by binding to the 30S subunit of the bacterial ribosome and preventing the aminotransferase-tRNA from associating with the ribosome.","doxycycline","http://purl.bioontology.org/ontology/mesh/d004318","a synthetic tetracycline derivative with similar antimicrobial activity.","Preferred Label","doxycycline"
"3622","colistin","P","Drug Resisted","ARO:0000067","Colistins are polymyxin antibiotics produced by certain strains of Bacillus polymyxa var. colistinus. Colistin, also referred to as polymyxin E, is a mixture of cyclic polypeptides colistin A and B which disrupt the bacterial cell membrane and is effective against Gram-negative bacteria.","colistin","http://purl.bioontology.org/ontology/mesh/d003091","cyclic polypeptide antibiotic from bacillus colistinus. it is composed of polymyxins e1 and e2 (or colistins a, b, and c) which act as detergents on cell membranes. colistin is less toxic than polymyxin b, but otherwise similar; the methanesulfonate is used orally.","Preferred Label","colistin"
"3622","polymyxin b","Q","Drug Resisted",NA,NA,NA,"http://purl.bioontology.org/ontology/mesh/d011112","a mixture of polymyxins b1 and b2, obtained from bacillus polymyxa strains. they are basic polypeptides of about eight amino acids and have cationic detergent action on cell membranes. polymyxin b is used for infections with gram-negative organisms, but may be neurotoxic and nephrotoxic.","Preferred Label","polymyxin b"
"3622","tigecycline","R","Drug Resisted","ARO:0000030","Tigecycline is an glycylcycline antibiotic. It works by inhibiting action of the prokaryotic 30S ribosome.","tigecycline","http://purl.bioontology.org/ontology/mesh/c119092",NA,"Preferred Label","tigecycline"
"3622","ticarcillin","C","Drug Resisted","ARO:3003832","Ticarcillin is a carboxypenicillin used for the treatment of Gram-negative bacteria, particularly P. aeruginosa. Ticarcillin's antibiotic properties arise from its ability to prevent cross-linking of peptidoglycan during cell wall synthesis, when the bacteria try to divide, causing cell death.","ticarcillin","http://purl.bioontology.org/ontology/mesh/d013982","an antibiotic derived from penicillin similar to carbenicillin in action.","Preferred Label","ticarcillin"
"3622","clavulanate","D","Drug Resisted","ARO:0000079","Clavulanic acid is a beta-lactamase inhibitor (marketed by GlaxoSmithKline, formerly Beecham) combined with penicillin group antibiotics to overcome certain types of antibiotic resistance. It is used to overcome resistance in bacteria that secrete beta-lactamase, which otherwise inactivates most penicillins.","clavulanate","http://purl.bioontology.org/ontology/mesh/d019818","clavulanic acid and its salts and esters. the acid is a suicide inhibitor of bacterial beta-lactamase enzymes from streptomyces clavuligerus. administered alone, it has only weak antibacterial activity against most organisms, but given in combination with other beta-lactam antibiotics it prevents antibiotic inactivation by microbial lactamase.","Synonyms","clavulanic acid"
"3622","trimethoprim","N","Drug Resisted","ARO:3000188","Trimethoprim is a synthetic 5-(3,4,5- trimethoxybenzyl) pyrimidine inhibitor of dihydrofolate reductase, inhibiting synthesis of tetrahydrofolic acid. Tetrahydrofolic acid is an essential precursor in the de novo synthesis of the DNA nucleotide thymidine. Trimethoprim is a bacteriostatic antibiotic mainly used in the prophylaxis and treatment of urinary tract infections in combination with sulfamethoxazole, a sulfonamide antibiotic.","trimethoprim","http://purl.bioontology.org/ontology/mesh/d014295","a pyrimidine inhibitor of dihydrofolate reductase, it is an antibacterial related to pyrimethamine. it is potentiated by sulfonamides and the trimethoprim, sulfamethoxazole drug combination is the form most often used. it is sometimes used alone as an antimalarial. trimethoprim resistance has been reported.","Preferred Label","trimethoprim"
