study_id,code_main,code_identifiers,code_identifiers_link,segment_drug_combo,combo_key,segment,drug_id,drug_definitions,drug_mn,drug_segment_name_class,drug_preferred_label,drug_class,drug_class_desc,drug_parent_id_qualifier,drug_parent_id,drug_pa_id,drug_parent_name,drug_pa_name,drug_rank
3622,drug resisted,g,drug resisted; mic,FALSE,1396,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d000900,fluoroquinolones,anti-bacterial agents,drug group
3622,drug resisted,g,drug resisted; mic,FALSE,1396,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d059005,fluoroquinolones,topoisomerase ii inhibitors,drug group
3622,drug resisted,h,drug resisted; mic,FALSE,1397,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d065609,ofloxacin,cytochrome p-450 cyp1a2 inhibitors,drug name
3622,drug resisted,h,drug resisted; mic,FALSE,1397,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d000900,ofloxacin,anti-bacterial agents,drug name
3622,drug resisted,h,drug resisted; mic,FALSE,1397,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d000892,ofloxacin,"anti-infective agents, urinary",drug name
3622,drug resisted,h,drug resisted; mic,FALSE,1397,levofloxacin,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,NA,d015242,d059005,ofloxacin,topoisomerase ii inhibitors,drug name
3622,drug resisted,i,drug resisted; mic,FALSE,1398,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors,drug group
3622,drug resisted,i,drug resisted; mic,FALSE,1398,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents,drug group
38,drug resisted,NA,NA,FALSE,1400,ampicillin,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,NA,d010400,d000900,penicillin g,anti-bacterial agents,drug group
38,drug resisted,NA,NA,FALSE,1401,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors,drug group
38,drug resisted,NA,NA,FALSE,1401,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents,drug group
38,drug resisted,NA,NA,FALSE,1402,cefotaxime,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,NA,d002505,d000900,cephacetrile,anti-bacterial agents,drug group
3872,drug resisted,a,drug resisted; mic,FALSE,1403,amoxicillin-potassium clavulanate combination,d019980,a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.,d02.065.589.099.374.160.060|d03.633.100.300.750.750.050.050.500|d02.065.589.099.750.750.050.050.060|d02.886.108.750.750.050.050.060|d03.633.100.300.374.160.060,preferred_label,amoxicillin-potassium clavulanate combination,d,desc,NA,d019818,d065093,clavulanic acid,beta-lactamase inhibitors,drug name
3872,drug resisted,a,drug resisted; mic,FALSE,1403,amoxicillin-potassium clavulanate combination,d019980,a fixed-ratio combination of amoxicillin trihydrate and potassium clavulanate.,d02.065.589.099.374.160.060|d03.633.100.300.750.750.050.050.500|d02.065.589.099.750.750.050.050.060|d02.886.108.750.750.050.050.060|d03.633.100.300.374.160.060,preferred_label,amoxicillin-potassium clavulanate combination,d,desc,NA,d000658,d065093,amoxicillin,beta-lactamase inhibitors,drug name
3872,drug resisted,b,drug resisted; mic,FALSE,1404,ampicillin,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,NA,d010400,d000900,penicillin g,anti-bacterial agents,drug group
3872,drug resisted,c,drug resisted; mic,FALSE,1405,ceftriaxone,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,NA,d002439,d000900,cefotaxime,anti-bacterial agents,drug name
3872,drug resisted,d,drug resisted; mic,FALSE,1406,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d065609,fluoroquinolones,cytochrome p-450 cyp1a2 inhibitors,drug group
3872,drug resisted,d,drug resisted; mic,FALSE,1406,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d000900,fluoroquinolones,anti-bacterial agents,drug group
3872,drug resisted,d,drug resisted; mic,FALSE,1406,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d059005,fluoroquinolones,topoisomerase ii inhibitors,drug group
3872,drug resisted,e,drug resisted; mic,FALSE,1407,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors,drug group
3872,drug resisted,e,drug resisted; mic,FALSE,1407,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents,drug group
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d014295,d000962,trimethoprim,antimalarials,drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d014295,d000900,trimethoprim,anti-bacterial agents,drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d014295,d000892,trimethoprim,"anti-infective agents, urinary",drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d004338,d000962,drug combinations,antimalarials,drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d004338,d000900,drug combinations,anti-bacterial agents,drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d004338,d000892,drug combinations,"anti-infective agents, urinary",drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000962,sulfamethoxazole,antimalarials,drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000900,sulfamethoxazole,anti-bacterial agents,drug name
3872,drug resisted,f,drug resisted; mic,FALSE,1408,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000892,sulfamethoxazole,"anti-infective agents, urinary",drug name
3882,drug resisted,a,drug resisted; mic,FALSE,1409,ampicillin,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,NA,d010400,d000900,penicillin g,anti-bacterial agents,drug group
3882,drug resisted,j,drug resisted; mic,FALSE,1410,ceftriaxone,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,NA,d002439,d000900,cefotaxime,anti-bacterial agents,drug name
3882,drug resisted,l,drug resisted; mic,FALSE,1412,cefpirome,c038950,NA,NA,preferred_label,cefpirome,c,supp,NA,d002511,d000900,cephalosporins,anti-bacterial agents,drug name
3882,drug resisted,m,drug resisted; mic,FALSE,1413,chloramphenicol,d002701,"an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)",d02.455.426.559.389.565.175|d02.640.529.175|d02.033.455.706.300,preferred_label,chloramphenicol,d,desc,NA,d011409,d011500,propylene glycols,protein synthesis inhibitors,drug group
3882,drug resisted,m,drug resisted; mic,FALSE,1413,chloramphenicol,d002701,"an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)",d02.455.426.559.389.565.175|d02.640.529.175|d02.033.455.706.300,preferred_label,chloramphenicol,d,desc,NA,d011409,d000900,propylene glycols,anti-bacterial agents,drug group
3882,drug resisted,m,drug resisted; mic,FALSE,1413,chloramphenicol,d002701,"an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)",d02.455.426.559.389.565.175|d02.640.529.175|d02.033.455.706.300,preferred_label,chloramphenicol,d,desc,NA,d009578,d011500,nitrobenzenes,protein synthesis inhibitors,drug group
3882,drug resisted,m,drug resisted; mic,FALSE,1413,chloramphenicol,d002701,"an antibiotic first isolated from cultures of streptomyces venequelae in 1947 but now produced synthetically. it has a relatively simple structure and was the first broad-spectrum antibiotic to be discovered. it acts by interfering with bacterial protein synthesis and is mainly bacteriostatic. (from martindale, the extra pharmacopoeia, 29th ed, p106)",d02.455.426.559.389.565.175|d02.640.529.175|d02.033.455.706.300,preferred_label,chloramphenicol,d,desc,NA,d009578,d000900,nitrobenzenes,anti-bacterial agents,drug group
3882,drug resisted,n,drug resisted; mic,FALSE,1414,nalidixic acid,d009268,"a synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. it is an inhibitor of the a subunit of bacterial dna gyrase.",d03.633.100.612.500|d03.633.100.810.835.055.500,preferred_label,nalidixic acid,d,desc,NA,d042462,d000900,4-quinolones,anti-bacterial agents,drug name
3882,drug resisted,n,drug resisted; mic,FALSE,1414,nalidixic acid,d009268,"a synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. it is an inhibitor of the a subunit of bacterial dna gyrase.",d03.633.100.612.500|d03.633.100.810.835.055.500,preferred_label,nalidixic acid,d,desc,NA,d042462,d059005,4-quinolones,topoisomerase ii inhibitors,drug name
3882,drug resisted,n,drug resisted; mic,FALSE,1414,nalidixic acid,d009268,"a synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. it is an inhibitor of the a subunit of bacterial dna gyrase.",d03.633.100.612.500|d03.633.100.810.835.055.500,preferred_label,nalidixic acid,d,desc,NA,d009287,d000900,naphthyridines,anti-bacterial agents,drug name
3882,drug resisted,n,drug resisted; mic,FALSE,1414,nalidixic acid,d009268,"a synthetic 1,8-naphthyridine antimicrobial agent with a limited bacteriocidal spectrum. it is an inhibitor of the a subunit of bacterial dna gyrase.",d03.633.100.612.500|d03.633.100.810.835.055.500,preferred_label,nalidixic acid,d,desc,NA,d009287,d059005,naphthyridines,topoisomerase ii inhibitors,drug name
3882,drug resisted,o,drug resisted; mic,FALSE,1415,tetracycline,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,NA,d013754,d011500,tetracyclines,protein synthesis inhibitors,drug name
3882,drug resisted,o,drug resisted; mic,FALSE,1415,tetracycline,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,NA,d013754,d000900,tetracyclines,anti-bacterial agents,drug name
3882,drug resisted,b,drug resisted; mic,FALSE,1416,oxacillin,d010068,an antibiotic similar to flucloxacillin used in resistant staphylococci infections.,d02.065.589.099.750.625|d03.633.100.300.750.625|d02.886.108.750.625,preferred_label,oxacillin,d,desc,NA,d010406,d000900,penicillins,anti-bacterial agents,drug group
3882,drug resisted,c,drug resisted; mic,FALSE,1417,ticarcillin,d013982,an antibiotic derived from penicillin similar to carbenicillin in action.,d02.886.108.750.875|d02.065.589.099.750.875|d03.633.100.300.750.875,preferred_label,ticarcillin,d,desc,NA,d010406,d000900,penicillins,anti-bacterial agents,drug name
3882,drug resisted,d,drug resisted; mic,FALSE,1418,ticarcillin-clavulanic acid,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,NA,d013982,d004791,ticarcillin,enzyme inhibitors,drug name
3882,drug resisted,d,drug resisted; mic,FALSE,1418,ticarcillin-clavulanic acid,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,NA,d013982,d065093,ticarcillin,beta-lactamase inhibitors,drug name
3882,drug resisted,d,drug resisted; mic,FALSE,1418,ticarcillin-clavulanic acid,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,NA,d013982,d000900,ticarcillin,anti-bacterial agents,drug name
3882,drug resisted,d,drug resisted; mic,FALSE,1418,ticarcillin-clavulanic acid,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,NA,d002969,d004791,clavulanic acids,enzyme inhibitors,drug name
3882,drug resisted,d,drug resisted; mic,FALSE,1418,ticarcillin-clavulanic acid,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,NA,d002969,d065093,clavulanic acids,beta-lactamase inhibitors,drug name
3882,drug resisted,d,drug resisted; mic,FALSE,1418,ticarcillin-clavulanic acid,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,NA,d002969,d000900,clavulanic acids,anti-bacterial agents,drug name
3882,drug resisted,e,drug resisted; mic,FALSE,1419,benzylpenicillin,d010400,a penicillin derivative commonly used in the form of its sodium or potassium salts in the treatment of a variety of infections. it is effective against most gram-positive bacteria and against gram-negative cocci. it has also been used as an experimental convulsant because of its actions on gamma-aminobutyric acid mediated synaptic transmission.,d02.065.589.099.750.750|d02.886.108.750.750|d03.633.100.300.750.750,synonyms,penicillin g,d,desc,NA,d010406,d000900,penicillins,anti-bacterial agents,drug group
3882,drug resisted,f,drug resisted; mic,FALSE,1420,cephalothin,d002512,a cephalosporin antibiotic.,d02.065.589.099.249.190.210|d03.633.100.300.249.190.210|d02.886.665.074.190.210,preferred_label,cephalothin,d,desc,NA,d002505,d000900,cephacetrile,anti-bacterial agents,drug name
3882,drug resisted,g,drug resisted; mic,FALSE,1421,cephaloridine,d002509,a cephalosporin antibiotic.,d02.065.589.099.249.210|d02.886.665.074.210|d03.633.100.300.249.210,preferred_label,cephaloridine,d,desc,NA,d002511,d000900,cephalosporins,anti-bacterial agents,drug group
3882,drug resisted,h,drug resisted; mic,FALSE,1422,cefotaxime,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,NA,d002505,d000900,cephacetrile,anti-bacterial agents,drug group
3882,drug resisted,i,drug resisted; mic,FALSE,1423,ceftazidime,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,NA,d002509,d000900,cephaloridine,anti-bacterial agents,drug name
404,drug resisted,b,drug resisted; mic,FALSE,1424,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d011500,aminoglycosides,protein synthesis inhibitors,drug group
404,drug resisted,b,drug resisted; mic,FALSE,1424,gentamicin,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,NA,d000617,d000900,aminoglycosides,anti-bacterial agents,drug group
404,drug resisted,c,drug resisted; mic,FALSE,1425,meropenem,c059500,NA,NA,preferred_label,meropenem,c,supp,NA,d013845,d000900,thienamycins,anti-bacterial agents,drug name
404,drug resisted,d,drug resisted; mic,FALSE,1426,imipenem,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,NA,d013845,d000900,thienamycins,anti-bacterial agents,drug name
404,drug resisted,e,drug resisted; mic,FALSE,1427,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d065609,fluoroquinolones,cytochrome p-450 cyp1a2 inhibitors,drug group
404,drug resisted,e,drug resisted; mic,FALSE,1427,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d000900,fluoroquinolones,anti-bacterial agents,drug group
404,drug resisted,e,drug resisted; mic,FALSE,1427,ciprofloxacin,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,NA,d024841,d059005,fluoroquinolones,topoisomerase ii inhibitors,drug group
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d014295,d000962,trimethoprim,antimalarials,drug name
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d014295,d000900,trimethoprim,anti-bacterial agents,drug name
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d014295,d000892,trimethoprim,"anti-infective agents, urinary",drug name
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d004338,d000962,drug combinations,antimalarials,drug name
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d004338,d000900,drug combinations,anti-bacterial agents,drug name
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d004338,d000892,drug combinations,"anti-infective agents, urinary",drug name
404,drug resisted,a,drug resisted; mic,FALSE,1428,"trimethoprim, sulfamethoxazole drug combination",d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,NA,d013420,d000962,sulfamethoxazole,antimalarials,drug name
