study_id,segment,code_main_cat,code_main,code_identifiers
21389,"this is probably the first report of a carbapenem-resistant k. pneumoniae outbreak in a hospital setting in saudi arabia involving oxa-48, acknowledging the recent findings of mathers et al. in a patient who had travelled from riyadh, saudi arabia and was reported to be infected by k. pneumoniae with oxa-48.21",NA,references for follow up,NA
21389,"21. mathers aj, hazen kc, carroll j, yeh aj, cox hl, bonomo ra, et al. first clinical cases of oxa-48-producing carbapenem-resistant klebsiella pneumoniae in the united states: the ‘‘menace’’ arrives in the new world. j clin microbiol 2013;51: 680–3.",NA,references for follow up,NA
21427,"the persistence of this clone, which has been recovered from both hospital and community settings since 2005, and the possibility of transferring this tn5382 to other epidemic ampicillin-resistant clonal types currently circulating in spain might contribute to increasing the prevalence of vancomycin-resistant enterococci in our area.",exclusion, not first case in country,NA
21437,resistant,exclusion, not full text article,NA
2144,this is the first report of cc17 ent. faecium in sweden,exclusion, not first case in country,NA
2144,this is the first report of cc17 ent. faecium in sweden,NA,notes,NA
21444,"in conclusion, this is the first report of k. oxytoca with reduced sensitivity to chlorhexidine that contains qace gene in a diabetic ulcer.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
21483,review article,exclusion,review article,NA
21506,first,exclusion,not clinical case in human patient,NA
21525,due to a beta-lactamase low-level ampicillin-resistant organism,exclusion, no resistance or did not name antibiotic/antibiotic,NA
21546,letters,exclusion, not full text article,NA
21586,this study shows that mrsa from an animal reservoir has  recently entered the human population and is now responsible for >20% of all mrsa in the netherlands.,exclusion, not first case in country,NA
21628,this study describes for the first time heterogeneity of antibiotic resistance profiles among gas isolates originating from a single throat swab in patients with acute pharyngitis,exclusion, not first case in country,NA
21633,letter to the editor,exclusion, not full text article,NA
21678,investigat,exclusion,not clinical case in human patient,NA
21729,his is the first reported case of sccmeca type iv mrsa found in the nhru of the auhai.,exclusion, not first case in country,NA
2174,"the strain was  sensitive to trimethoprim-sulfamethoxazole, imipenem,  meropenem and vancomycin, and was resistant to penicillin,  tetracycline, levofloxacin, amikacin, clindamycin and  erythromycin",exclusion, no resistance or did not name antibiotic/antibiotic,NA
21756,letters,exclusion, not full text article,NA
21975,brief reports,exclusion, not full text article,NA
21980,this survey highlights the successful undetected dissemination of yet another carbapenemase in greece and strengthens the hypothesis of a latent ndm-1 cluster in the balkan region.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
21988,longitudinal survey of staphylococcus aureus in cystic fibrosis patients using a multiple-locus variable-number of tandem-repeats analysis method,exclusion,not clinical case in human patient,NA
22005,c,exclusion,review article,NA
22046,we aimed to clarify molecular and  epidemiologic characteristics of sdse isolates and features  of patient infections.,exclusion, not first case in country,NA
22072,"n africa, incidence and prevalence of drug-resistant  tuberculosis have been assumed to be low. however,  investigation after a 2005 outbreak of extensively drugresistant tuberculosis in kwazulu-natal province, south  africa, found that the incidence rate for multidrug-resistant  tuberculosis in kwazulu-natal was among the highest  globally and would be higher if case-fi nding efforts were  intensifi ed.",exclusion, not first case in country,NA
22111,research note,exclusion, not full text article,NA
22179,our data indicate that certain drug-resistant k. pneumoniae clones are highly prevalent and are associated with certain clinical characteristics in hospital settings.,exclusion, not first case in country,NA
2218,letter to the editor,exclusion, not full text article,NA
22183,"antimicrobial resistance for neisseria gonorrhoeae in the united states, 1988 to 2003: the spread of fluoroquinolone resistance",exclusion,review article,NA
22184,taiwan,location,country,NA
22184,carbapenem re,exclusion,not clinical case in human patient,NA
22186,letters to the editor,exclusion, not full text article,NA
22207,"recurrent gbs diseases were found to occur considerably more often than previously thought, mainly in adults with a high comorbid index. relapse, not new acquisition, was found to be more common.",exclusion, not first case in country,NA
22214,characterization of a novel klebsiella pneumoniae sequence type 476 carrying both blakpc-2 and blaimp-,exclusion,not clinical case in human patient,NA
22218,"the highest incidence rates of pneumonia caused by m. pneumoniae are among children from 5 to 9 years old, and children show a higher infection rate with this bacterium than adults.",exclusion, not first case in country,NA
22222,d,exclusion,not clinical case in human patient,NA
22267,"first described in 2009 (5), the gene has since been identified in nearly every continent and has been detected in species as diverse as acinetobacter baumannii and vibrio cholerae (6–8).",exclusion, not first case in country,NA
22306,"a case –control study showed prior antibiotic exposure as a risk factor for infection with this organism. during the same time period, rates of esbl-producing klebsiella spp. isolated from urocultures increased from 0.5% to almost 6%. by contrast, the rate of multidrug resistance in e. coli rose more steadily from 0% in 2000 to 10% in 2010.",exclusion, not first case in country,NA
22308,this study defines the characteristics of decreasing vancomycin susceptibility in multiple isolates of methicillin-resistant staphylococcus aureus (mrsa) recovered from a hospitalized patient in canada over a period of 6 months.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
22315,short communication,exclusion, not full text article,NA
22330,letter to the editor,exclusion, not full text article,NA
22366,"we performed an extensive molecular analysis of phylogenetic, virulence and antibiotic resistance-related properties of 49 previously reported serial e. coli isolates recovered during 1999–2007 at seattle children’s hospital (seattle, wa).",exclusion, not first case in country,NA
22371,infection with  panton-valentine  leukocidin– positive methicillinresistant  staphylococcus  aureus t034,exclusion, no resistance or did not name antibiotic/antibiotic,NA
22400,"to the best of our knowledge, this is the first outbreak of a kpc-producing k. pneumoniae in middle europe. although cases from other middle european countries have been reported, all of these were single cases and transmission was not observed [7, 17]",exclusion, not first case in country,NA
22420,closing the brief case: cryptococcus gattii meningitis with ventriculitis,exclusion, not full text article,NA
22422,6,patient,age,NA
22422,male,patient,sex,NA
22422,malignant sacrococcygeal teratoma,patient,comorbidities,NA
22422,candida quercitrusa,exclusion, no resistance or did not name antibiotic/antibiotic,NA
2243,to the editor,exclusion, not full text article,NA
22463,"a 2001 populationbased survey found that 0.8% of the participants carried mrsa. of the studies’ 75 mrsa isolates, only 6 (8%) were usa300.",exclusion, not first case in country,NA
22533,research letters,exclusion, not full text article,NA
22536,letters,exclusion, not full text article,NA
22549,"pulmonary infection with drug-resistant m. tuberculosis, either multidrug resistant or extensively drug  resistant, in a patient with hiv infection.",exclusion, not first case in country,NA
22605,"in this brief report, the authors describe a patient with tissue necrosis and nasal-cutaneous fistula after tcdcr.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
22629,"to the authors’ knowledge, this is the first reported case of m bovis bcg disease in a non-hiv patient where the organism had acquired drug resistance to rifampin, and the second reported case of m bovis bcg that had acquired drug resistance.",exclusion, not first case in country,NA
22650,"to our knowledge, there are no reports of vancomycin  resistance to staphylococcus hominis following endophthalmitis. we report a case  of acute postoperative endophthalmitis caused by vancomycin-resistant s. hominis treated at our hospital.",exclusion, not first case in country,NA
22670,correspondence,exclusion, not full text article,NA
22685,the emergence of community-associated mrsa infections would further aggravate the problem.,exclusion, not first case in country,NA
22698,genetically u,exclusion,not clinical case in human patient,NA
22707,investigation of the first outbreak of oxa-48producing klebsiella pneumoniae in ireland,exclusion,not clinical case in human patient,NA
2271,47,patient,age,NA
2271,philippines,location,place traveled to,NA
2271,switzerland,location,country,NA
2271,community,exclusion, not first case in country,NA
2271,man,patient,sex,NA
2271,"march 31, 2006",NA,event date,NA
2271,march,NA,event month,NA
2271,31,NA,event day,NA
2271,2006,NA,event year,NA
2271,philippines,location,place traveled to,NA
2271,50,patient,age,NA
2271,male,patient,sex,NA
22738,"to assess local carriage of resistant  n. meningitidis, we conducted a pharyngeal-carriage survey and isolated the resistant  strain from one asymptomatic carrier",exclusion,not clinical case in human patient,NA
22750,dissemination of p,exclusion,not clinical case in human patient,NA
22770,letter to the editor,exclusion, not full text article,NA
22772,editorials,exclusion, not full text article,NA
22796,high-level antibiotic resistance to many antibiotics recommended in the treatment of shigellosis was observed among the epidemic and sporadic s. sonnei strains. this is in accordance with other studies [7-9]. antimicrobial resistance among shigella organisms is an emerging problem.,exclusion, not first case in country,NA
22837,"the emergence of crrp has been  sporadically reported. the known mechanism of carbapenem resistance in r. planticola is production of carbapenemases, including class a β-lactamase (kpc, reported  from sentry surveillance program of usa in 2009 [6]  and from this study); class b metal-β-lactamase (imp-8,  reported from china taiwan in 2014 [7]; ndm-1, reported  from china in 2014 [5]) and class d β-lactamase (oxa48, reported from finland in 2012 [16]).",exclusion, not first case in country,NA
22882,letter to the editor,exclusion, not full text article,NA
22913,"in japan, blandm-1carrying escherichia coli was first described in 2010. in this study, we characterized ndm-1-positive klebsiella pneumoniae strain 419 in japan, which was isolated from the urine of a 90-year-old japanese patient who had never been to the indian subcontinent.",exclusion, not first case in country,NA
22926,"in china, 10.6% of p. aeruginosa species are resistant to imipenem, most of which have been multidrug-resistant isolates based on mohnarin 2004 to 2005",exclusion, not first case in country,NA
22938,case-letter,exclusion, not full text article,NA
22949,letter to the editor,exclusion, not full text article,NA
22980,recurrence of salmonella infection after ciprofloxacin or ceftriaxone treatment has been reported,exclusion, not first case in country,NA
22993,first,exclusion,not clinical case in human patient,NA
23022,"this article examines, retrospectively, antibiotic resistance in patients with communityand nosocomial-acquired pneumonia caused by klebsiella species.",exclusion, not first case in country,NA
23110,letter to the editor,exclusion, not full text article,NA
23112,abstract (poster session),exclusion, not full text article,NA
23126,we present a case of bacteremia caused by c. amycolatum with a novel mutation in the gyra gene that confers high-level quinolone resistance to the organism.,exclusion, not first case in country,NA
2313,character,exclusion,not clinical case in human patient,NA
23151,this study is the first to report the substitution of alanine to threonine at position 237 in a oxy2 b-lactamase and this enhances resistance to cefotaxime.,exclusion, not full text article,NA
23155,escherichia coli,bacteria,binomial (genus species),NA
23155,fluoroquinolone,NA,drug resisted,NA
23155,"a recent retrospective review of 1273 veterans affairs patients undergoing prostate needle biopsy after prophylactic antibiotic with levofloxacin or gatifloxacin demonstrated a 2.4% rate of infectious symptoms after biopsy, with an overall incidence of fluoroquinolone resistance of 1.2%.15",exclusion, not first case in country,NA
23182,"collectively, our data reveal multi-drug resistance and a high prevalence of extended spectrum beta lactamases among s. enterica typhimurium isolates from children in china",exclusion, not first case in country,NA
23183,"in this study, the antimicrobial susceptibilities and prevalence of plasmid-mediated quinolone resistance determinants amongst salmonella enterica serotype typhimurium isolates from hospitalised paediatric patients with diarrhoea in china were investigated.",exclusion, not first case in country,NA
23192,outbreaks caused by klebsiella pneumoniae producing carbapenemases and other blactamases have been reported.,exclusion, not first case in country,NA
23193,"our results show that mcr-1-harboring cre strains have started to spread in different hospitals in china. in addition, this report presents the first description of chromosomal integration of mcr-1 into a carbapenem-resistant e. coli strain.",exclusion, not first case in country,NA
23200,"to our knowledge, the present  report describes the first canadian case of daptomycin-nonsusceptible,  vancomycin-intermediate s aureus infection.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
23204,letter to the editor,exclusion, not full text article,NA
23206,research note,exclusion, not full text article,NA
23213,a relatively high prevalence of azithromycin-resistant ng strains implies that azithromycin should not be recommended for the treatment of gonococcal urethritis or cervicitis in china.,exclusion, not first case in country,NA
23217,"n this study, a total of 77 multidrug-resistant and extensively drug-resistant (mdr and xdr, respectively) isolates of mycobacterium tuberculosis were characterized among samples from patients living in jiangxi province, china.",exclusion, not first case in country,NA
23247,"this study was designed to investigate the prevalence of metallo-����-lactamases (mbl) and extended-spectrum ����-lactamases (esbl) in p. aeruginosa isolates collected from two different hospitals in cairo, e",exclusion, not first case in country,NA
23247,"veb. in conclusion, blavim-2and blaoxa-10-like genes were the most prevalent genes in p. aeruginosa in egypt. to our knowledge, this is the first report of blavim-2, blaimp-1, blandm, and blaoxa-10 in p. aeruginosa in eg",NA,first surveillance study (of a particular resistance) in countr,NA
23410,"efore this, a case of st167 ndm-5producing e. coli in a 75-year-old male patient with an acute exacerbation of chronic obstructive pulmonary disease was reported from a hospital in west china in 2014.5",exclusion, not first case in country,NA
23410,"efore this, a case of st167 ndm-5producing e. coli in a 75-year-old male patient with an acute exacerbation of chronic obstructive pulmonary disease was reported from a hospital in west china in 2014.5",NA,references for follow up,NA
23410,"5. yang p, xie y, feng p, zong z. blandm-5 carried by an incx3 plasmid in escherichia coli sequence type 167. antimicrob agents chemother 2014;58: 7548–52.",NA,references for follow up,NA
23427,emergence of carbapenem-resistant serotype k1 hypervirulent klebsiella pneumonia,exclusion,not clinical case in human patient,NA
23437,letters,exclusion, not full text article,NA
23441,first report of a sequence type 239 vancomycin-intermediate staphylococcus aureus isolate in mainland china,exclusion, no resistance or did not name antibiotic/antibiotic,NA
23463,mycobacterium terrae,bacteria,binomial (genus species),NA
23463,m. senuense,bacteria,binomial (genus species),NA
23463,m. paraterrae,bacteria,binomial (genus species),NA
23463,strain jdm601,bacteria,strain,NA
23463,"complete genome sequence of a novel clinical isolate, the nontuberculous mycobacterium strain jdm601",exclusion,did not name antibiotic or antibiotic combo used,NA
23474,this is the first identification of the blasfo-1 gene in an e. coli isolate and on a conjugative inca/c plasmid.,exclusion, not first case in country,NA
23496,primary  multidrug-resistant mycobac,exclusion,not clinical case in human patient,NA
23513,an interesting case of rifampicin-dependent/-enhanced  multidrug-resistant tuberculosis,exclusion, no resistance or did not name antibiotic/antibiotic,NA
23524,"to our knowledge, this is the first outbreak report of k. pneumoniae st1427, and our study could be of help to understand the features of this newly emerging clone.",exclusion, not first case in country,NA
23557,"since the first ndm-1-producing k. pneumoniae was detected in nanchang, china in 2013, they have spread rapidly in mainland china [6].",NA,references for follow up,NA
23557,"since the first ndm-1-producing k. pneumoniae was detected in nanchang, china in 2013, they have spread rapidly in mainland china [6].",exclusion, not first case in country,NA
23557,"6. hu l, zhong q, tu j, xu y, qin z, parsons c, zhang b, hu x, wang l, yu f, pan j (2013) emergence of blandm-1 among klebsiella pneumoniae st15 and novel st1031 clinical isolates in china. diagn microbiol infect dis 75(4):373–376",NA,references for follow up,NA
23564,"the first vana-mediated, vancomycin-resistant staphylococcus aureus (vrsa) strain was isolated in a michigan hospital in 2002 (5, 7).",exclusion, not first case in country,NA
23564,"the first vana-mediated, vancomycin-resistant staphylococcus aureus (vrsa) strain was isolated in a michigan hospital in 2002 (5, 7).",NA,references for follow up,NA
23564,"5. centers for disease control and prevention. 2002. staphylococcus aureus resistant to vancomycin—united states, 2002. morb. mortal. wkly. rep. 51:565–567",NA,references for follow up,NA
23564,"7. chang, s., d. m. sievert, j. c. hageman, m. l. boulton, f. c. tenover, f. p. downes, s. shah, j. t. rudrik, g. r. pupp, w. j. brown, d. cardo, and s. k. fridkin. 2003. infection with vancomycin-resistant staphylococcus aureus containing the vana resistance gene. n. engl. j. med. 348:1342–1347",NA,references for follow up,NA
23593,the second isolate developed resistance to ciprofloxacin and the third isolate to piperacillin-tazobactam (pip-tz) following sequential therapy with each agent.,exclusion, not first case in country,NA
23668,7,patient,age,NA
23668,girl,patient,sex,NA
23668,watery diarrhea,patient,symptoms/disease,NA
23668,abdominal pain,patient,symptoms/disease,NA
23668,fever,patient,symptoms/disease,NA
23668,santo domingo,location,city,NA
23668,ecuadorian,patient,country of residence,NA
23668,shigella sonnei,bacteria,binomial (genus species),NA
23668,resistance,exclusion, not first case in country,NA
23669,this is a pdf file of an unedited manuscript that has been accepted for publication. as a service to our customers we are providing this early version of the manuscript.,exclusion, not full text article,NA
23670,practice,exclusion, not full text article,NA
23670,her,patient,sex,NA
23670,india,location,place traveled to,NA
23670,diarrhoea,patient,symptoms/disease,NA
23670,21,patient,age,NA
23724,"expanded hiv testing and trends  in diagnoses of hiv infection —  district of columbia, 2004–2008",exclusion,non-bacterial pathogen (e.g. viral),NA
2395,"because of its ability to  spread, carbapenem resistance related to imp and vim βlactamase production has become a serious concern. in  1999, a study in eight medical centers in thailand showed  that 16.1% of p. aeruginosa isolates were resistant to imipenem.",exclusion, not first case in country,NA
2401,correspondence,exclusion, not full text article,NA
2459,po st er pr e s en ta tion,exclusion, not full text article,NA
2484,"to our knowledge, these substitutions are observed for the first time in a natural mutant shv-type βlactamase (http://www.lahey.org/studies/).",exclusion, not first case in country,NA
251,r,exclusion,review article,NA
2521,within the last decade carbapenem-resistant enterobacteriaceae (cre) and nonfermenters have appeared globally,exclusion, not first case in country,NA
2576,"detection and spread of escherichia coli possessing the plasmid-borne carbapenemase kpc-2 in brooklyn, new york",exclusion,not clinical case in human patient,NA
2577,"of 1316 isolates collected during the surveillance, 217 were mrsa susceptible to clindamycin. a total of 125 isolates possessed sccmec type iv; 72 belonged to the usa300 strain",exclusion, not first case in country,NA
2581,the present study reports the evolution of the demographic characteristics and the molecular epidemiology of community-acquired methicillin-resistant staphylococcus aureus (ca-mrsa) in belgium from 2005 to 2009.,exclusion, not first case in country,NA
2582,caracterización fenotípica de cepas de aeromonas aisladas de pacientes con enfermedad diarreica aguda,exclusion,not clinical case in human patient,NA
2587,"two hospital outbreaks of mdr-p, where the hospital waste pipe system was the likely",exclusion,not clinical case in human patient,NA
2595,statewide surve,exclusion,not clinical case in human patient,NA
2597,community,exclusion,not clinical case in human patient,NA
2601,we describe herein a rare case of multiresistant sinonasal infection by bcc in an immunocompetent patient with recurrent sinonasal polyposis,exclusion, no resistance or did not name antibiotic/antibiotic,NA
2611,"to our knowledge, this is the first report of the arma enzyme in a. baumannii in italy and is the first report of hospital dissemination of a. baumannii carrying both blaoxa-23 and arma genes.",exclusion, not first case in country,NA
2619,correspondence,exclusion, not full text article,NA
2651,letters to the editor,exclusion, not full text article,NA
266,clinical isolate,exclusion,not clinical case in human patient,NA
2667,stenotrophomonas maltophilia: an emerging global opportunistic pathogen,exclusion,review article,NA
274,poster presentation,exclusion, not full text article,NA
2750,abstract (poster session),exclusion, not full text article,NA
2897,article,exclusion, not full text article,NA
2926,letter to the editor,exclusion, not full text article,NA
2950,"in this article, the epidemiology, detection, and prevention of carbapenem-resistant enterobacteriaceae are described.",exclusion,review article,NA
2951,"the purpose of this article is to review recent data regarding the epidemiology, control and treatment of these organisms as well as to discuss the emergence of additional antimicrobial resistance determinants",exclusion,review article,NA
296,"among 1,182 tb patients enrolled in the study, mdr-tb was detected in 20 new (2.7%; 95% confidence intervals [ci] 1.1–4.3%) and 24 previously treated (19.1%; 95%ci: 8.5– 29.8%) tb cases. no case of extensively drug-resistant tb (xdr-tb) was detected.",exclusion, not first case in country,NA
2961,first-line stereotactic treatment of thalamic  abscesses: report of three cases and review of the  literature,exclusion, no resistance or did not name antibiotic/antibiotic,NA
2976,"minimal inhibitory concentration (mic) was determined by e-test and revealed susceptibility to all other antimicrobial agents evaluated (value in parenthesis corresponds to the mic in μg/ml): vancomycin (1.0), erythromycin (0.19), trimethoprim/sulfametoxazole (0.023), quinopristin/dalfupristin (0.5), linezolid (1.0), gentamycin (0.38), chloramphenicol (2.0), levofloxacin (0.19), ciprofloxacin (0.38), clindamycin (0.016). susceptibility to vancomycin was also confirmed by broth microdilution (mic = 0.5 μg/ml)",exclusion, no resistance or did not name antibiotic/antibiotic,NA
2989,"we assessed the incidence of invasive vre infections and predictors of mortality among patients identified during prospective, population-based surveillance performed in the metropolitan statistical area (msa) of atlanta, georgia",exclusion, not first case in country,NA
3025,isolated,exclusion,not clinical case in human patient,NA
3039,the pediat,exclusion,review article,NA
3054,letters to the edito,exclusion, not full text article,NA
3100,such pathogens  remain rare in france although a few outbreaks have  been reported [2],exclusion, not first case in country,NA
3100,such pathogens  remain rare in france although a few outbreaks have  been reported [2],NA,references for follow up,NA
3100,"2. kassis-chikhani n, decré d, gautier v, burghoffer b, saliba  f, mathieu d, et al. first outbreak of multidrug-resistant  klebsiella pneumoniae carrying blavim-1 and blashv-5  in a french university hospital. .j antimicrob chemother.  2006;57(1):142-5.",NA,references for follow up,NA
3169,letters to the editor,exclusion, not full text article,NA
3193,research letters,exclusion, not full text article,NA
3195,"recently, a novel mbl, designated as spm-1, was identified in a p. aeruginosa isolate from são paulo, sp, brazil",exclusion, not first case in country,NA
3207,review,exclusion,review article,NA
3208,a new insertion sequence element containing a cfia gene in the first im,exclusion,not clinical case in human patient,NA
3225,"nocardial infections, although rare, are challenging for clinicians to treat. recent contradictory reports of sulfonamide resistance have raised concerns about using this drug to treat nocardial infections.",exclusion, not first case in country,NA
3236,23,patient,age,NA
3236,woman,patient,sex,NA
3236,1996 from a patient hospitalized in north carolina,exclusion, not first case in country,NA
3252,"this is believed to be the first report in mexico on the genes associated with the mlsb resistance phenotype in s. epidermidis, in addition to observing a wide distribution of clonal types in the general hospital of acapulco, mexico.",exclusion, not first case in country,NA
3274,a few cases of clinical failure of pristinamycin for the treatment of lower respiratory tract infections have been reported,exclusion, not first case in country,NA
3278,editorial,exclusion, not full text article,NA
3282,correspondenc,exclusion, not full text article,NA
3313,"kpc-2-producing klebsiella pneumoniae isolates mainly correspond to clonal complex 258 (cc258); however, we describe kpc2-producing k. pneumoniae isolates belonging to invasive sequence type 23 (st23). kpc-2 has scarcely been reported to occur in st23, and this report describes the first isolation of this pathogen in the americas.",exclusion, not first case in country,NA
3324,notes from the field,exclusion, not full text article,NA
3325,notes from the field,exclusion, not full text article,NA
3371,"little is known about drug-resistant tuberculosis (tb) and its transmission in papua, which has one of the highest rates of tb in indonesia.",exclusion, not first case in country,NA
3380,"the aim of this study was to characterize pampc β-lactamase producing  extraintestinal e. coli, their phylogenetic distribution, resistance pattern,  treatment options, and impact on patient’s clinical outcome",exclusion, not first case in country,NA
340,"a total of 24 isolates were esbl-positive, eliciting resistance to five to seven  antibiotics, and were multiple-drug resistant. esbl production due to the blactx-m-i gene cluster  was detected in eleven (45.8%) salmonella isolates.",exclusion, not first case in country,NA
3407,"in singapore,  at least eight patients have ben colonised or infected  by ndm-1-positve enterobacteriaceae since it was first  discovered here last year in september 2010;",exclusion, not first case in country,NA
3421,82,patient,age,NA
3421,man,patient,sex,NA
3421,2012,NA,event year,NA
3421,calgary,location,city,NA
3421,dementia,patient,comorbidities,NA
3421,mild type 2 diabetes,patient,comorbidities,NA
3421,greece,location,place traveled to,NA
3421,k. pneumonia,bacteria,binomial (genus species),NA
3421,"the characteristics of klebsiella pneumoniae that produce kpc-2 imported from greece☆, ☆☆",exclusion, not first case in country,NA
3451,:,exclusion, not full text article,NA
3494,the aim of this study was to analyze the resistance mechanisms of two carbapenem resistant a. baumannii clinical isolates recovered in a neonatology center in the center-east of tunisia.,exclusion, not first case in country,NA
3494,his study showed the first description of the ges-type b-lactamase in a. baumannii in tunisia,exclusion, not first case in country,NA
3518,carbapenem-resistant acinetobacter species: an emerging nosocomial superbug,exclusion, not full text article,NA
353,correspondence,exclusion, not full text article,NA
3582,clone,exclusion,not clinical case in human patient,NA
3583,we reported  two cases of a. baumannii meningitis after neurosrugical operation.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
3591,closely re,exclusion,not clinical case in human patient,NA
3597,"ndm-5, a variant with increased carbapenemase activity in comparison with ndm-1, was first reported in china from an escherichia coli strain followed by its report in the uk, india, algeria and japan.1 – 5 we report here the isolation of four ndm-5-positive e. coli strains responsible for various infections from four chinese citie",exclusion, not first case in country,NA
3621,resistant,exclusion,not clinical case in human patient,NA
3624,molecular survey o,exclusion,not clinical case in human patient,NA
3625,resistant,exclusion,not clinical case in human patient,NA
3629,notes from the field,exclusion, not full text article,NA
3633,esearch letter,exclusion,review article,NA
3659,letter to the editor,exclusion, not full text article,NA
3688,coexistence of blandm-1 and blaimp-4 in these clinical isolates may herald the emergence of a new pattern of drug resistance.,exclusion, not first case in country,NA
371,emergence of multidrug-resistant g,exclusion,not clinical case in human patient,NA
3730,"emergence of multidrug-resistant bacteria is important in solid organ transplant recipients, because it can jeopardize patient and graft survival. methicillin-resistant staphylococcus aureus (mrsa) infections are not rare in kidney transplant recipients.",exclusion, not first case in country,NA
3731,we report the first case of streptococcus gordonii-related continuous ambulatory peritoneal dialysis (capd) peritonitis.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
3749,"here, we present a patient infected with multiple drug-resistant pathogens, who improved clinically after being treated with tigecycline, to demonstrate the benefits of this antibiotic",exclusion, no resistance or did not name antibiotic/antibiotic,NA
375,"although, carbapenem resistance remains rare among enterobacteriaceae in saudi arabia (shibl, data on file) clusters of resistant isolates increasingly occur and, here, we describe 9 such isolates from bacteraemias at two riyadh hospitals.",exclusion, not first case in country,NA
3753,poster presentation,exclusion, not full text article,NA
3778,correspondence,exclusion, not full text article,NA
3798,this is the first report of macrolide resistance among m. pneumoniae strains in italy,NA,first surveillance study (of a particular resistance) in countr,NA
3798,the aim of this study was to determine the rate of macrolide resistance and to subtype m. pneumoniae strains in italy.,NA,first surveillance study (of a particular resistance) in countr,NA
3798,identification of macrolide resistance genotype by sequencing assay,exclusion, no resistance or did not name antibiotic/antibiotic,NA
3802,short report,exclusion, not full text article,NA
382,letter to the editor,exclusion, not full text article,NA
3822,letters,exclusion, not full text article,NA
385,the aim of this study was to determine the isolation prevalence and antibiotic resistance ratio of p. aeruginosa species isolated in the north of iraq,exclusion, not first case in country,NA
3870,"this retrospective study described the first reported vancomycinresistant enterococci (vre) outbreak from june 2013 through january 2014 at a  tertiary-care hospital in bangkok, thailand",exclusion, not first case in country,NA
3887,letters to the editor,exclusion, not full text article,NA
3927,"in australia, we are fortunate that such organisms are not yet endemic, but many of these organisms and their resistance mechanisms have been reported locally",exclusion, not first case in country,NA
393,panton–valentine leukocidin pneumonia: an emerging threat,exclusion, no resistance or did not name antibiotic/antibiotic,NA
3938,abstract (poster session),exclusion, not full text article,NA
3947,first report of vancomycin-intermediate resistance in sequence type 72 community genotype methicillin-resistant staphylococcus aureus,exclusion, no resistance or did not name antibiotic/antibiotic,NA
4000,in turkey vre was found rarely as an infectious or colonizing agent,exclusion, not first case in country,NA
4017,we present the first case of gcs meningitis with cavernous sinus thrombosis,exclusion, no resistance or did not name antibiotic/antibiotic,NA
4047,isolates,exclusion,not clinical case in human patient,NA
4070,"the 1 % prevalence of resistant tb observed in  marseilles has been unexpectedly low so far, even  compared to the prevalence reported at national level  in france",exclusion, not first case in country,NA
4092,evolution of extensively drug-resistant tuberculosis over four decades: whole genome sequencing and dating analysis of mycobacterium tuberculosis isolates from kwazulu-natal,exclusion, not first case in country,NA
4112,"however, resistance to aminoglycosides and macrolides in s. sciuri has shown low prevalence in other studies",exclusion, not first case in country,NA
4112,"most strains of s.sciuri are quite sensitive to this group of antimicrobials (couto, et al., 2003). however, increasing levels of minimum inhibitory concentration have recently been found (stepanovic, et al. 2005).",exclusion, not first case in country,NA
4122,"after a trend of increasing incidence of gonorrhoea in the 1990s, by 2004 the incidence was declining in england, but continuing to increase in wales.",exclusion, not first case in country,NA
415,first detection of an invasive staphylococcus aureus strain (d958) with reduced susceptibility to glycopeptides in saudi arabia,exclusion, no resistance or did not name antibiotic/antibiotic,NA
4155,first isolation,exclusion,not clinical case in human patient,NA
4156,"cultures from the lacrimal sac demonstrated the presence of stenotrophomonas maltophilia and methicillin-sensitive staphylococcus aureus, both of which are sensitive to trimethoprim-sulfamethoxazole",exclusion, no resistance or did not name antibiotic/antibiotic,NA
4162,letters,exclusion, not full text article,NA
4171,streptococcus acidominimus is generally quite sensitive to b-lactams as was the isolate in this case report,exclusion, no resistance or did not name antibiotic/antibiotic,NA
4187,"in recent years, an increasing emergence of multidrugresistant a baumannii (mrab), defined as an isolate resistant to carbapenems or resistant to 3 or more classes of antimicrobials with the exception of colistin, has been reported [7]. this pattern of resistance is especially common in environments of high antibiotic pressure, such as icus [4,5,8].",exclusion, not first case in country,NA
4193,"to our knowledge, this is only the second report of an outbreak due to a single strain of vreg, and the first nosocomial outbreak involving patients from multiple units and services, underscoring the emergence of uncommon species of enterococci as hospital pathogens",exclusion, not first case in country,NA
420,our study was therefore designed to determine the prevalence of tigecycline and colistin resistance in acinetobacter spp. isolates involved in clinically proven infections and those associated with mere colonization in patients admitted to the government hospitals in kuwait.,exclusion, not first case in country,NA
4201,692 isolate,exclusion,not clinical case in human patient,NA
4202,"an outbreak of xdr tb around  a rural hospital in tugela ferry (kwazulu-natal province,  south africa) in 2006 received widespread international  attention, in part because of the high case-fatality rate.",exclusion, not first case in country,NA
4203,de,exclusion,non-bacterial pathogen (e.g. viral),NA
