,links,title
616,www.promedmail.org/post/1822582,"Enterobacteriaceae, carbapenem resistant - Europe: survey"
333,www.promedmail.org/post/2399151,"Enterobacteriaceae, carbapenem resistant - France: ex India"
293,www.promedmail.org/post/1886654,"Enterobacteriaceae, carbapenem resistant - Malaysia: (SK) nosocomial, fatal"
948,www.promedmail.org/post/2321781,"Enterobacteriaceae, carbapenem resistant - UK: (England) increased incidence"
280,www.promedmail.org/post/2621485,"Enterobacteriaceae, carbapenem resistant - USA: southeastern community hospitals"
1122,www.promedmail.org/post/1636420,"Enterobacteriaceae, drug resistant \'96 USA (02): (CA) CRE"
310,www.promedmail.org/post/1986059,"Epizootic hemorrhagic disease, bovine - USA (02): (WI)"
457,www.promedmail.org/post/4173133,"Equine herpesvirus - North America (15): USA (PA,NE)"
655,www.promedmail.org/post/4220799,Equine herpesvirus - North America (18): USA (NY)
465,www.promedmail.org/post/4271089,Equine herpesvirus - North America (20): USA (TX)
803,www.promedmail.org/post/4297066,Equine herpesvirus - North America (21): USA (NM)
122,www.promedmail.org/post/4039688,"Equine herpesvirus, equine - North America (10): USA"
336,www.promedmail.org/post/2469190,Equine illness/death - USA: (FL) poss. drug related
104,www.promedmail.org/post/2206117,"Erysipelas, parrots - New Zealand (Fiordland)"
105,www.promedmail.org/post/2206123,"Erysipelas, parrots - New Zealand (Fiordland) (02): vacc"
106,www.promedmail.org/post/2206149,"Erysipelas, parrots - New Zealand (Fiordland) (04): human case"
670,www.promedmail.org/post/2206150,"Erysipelas, parrots - New Zealand (Fiordland) (05)"
96,www.promedmail.org/post/2195227,FDA revising antibiotic guidelines for animals
60,www.promedmail.org/post/2196794,Feces as animal feeds - Europe (03)
527,www.promedmail.org/post/4829178,Feline panleukopenia - Australia: (NS)
88,www.promedmail.org/post/2201096,"Fire blight, apple, pear - Slovenia"
89,www.promedmail.org/post/2201107,"Fire blight, apple, pear - Switzerland"
110,www.promedmail.org/post/2756240,"Fireblight, apple - Canada: (NS)"
482,www.promedmail.org/post/4500366,"Fireblight, apple - Canada: (QC)"
403,www.promedmail.org/post/3441184,"Fireblight, nashi pear - South Korea"
372,www.promedmail.org/post/3012389,"Fireblight, pear - Finland: 1st rep (AX)"
461,www.promedmail.org/post/4248782,"Fireblight, pear - New Zealand: (MW)"
363,www.promedmail.org/post/2015675,"Fireblight, pear - Spain: (CT)"
373,www.promedmail.org/post/2202233,"Fireblight, plant host survey - Slovakia"
345,www.promedmail.org/post/766959,"Fireblight, pome fruit - Algeria: (northern) susp"
541,www.promedmail.org/post/3512319,"Fireblight, pome fruit - Austria: (VO)"
230,www.promedmail.org/post/430383,"Fireblight, pome fruit - Germany: (BW) alert"
385,www.promedmail.org/post/184890,"Fireblight, pome fruit - Germany: (BW) alert"
1041,www.promedmail.org/post/286433,"Fireblight, pome fruit - Russia: (KN)"
296,www.promedmail.org/post/1171322,"Fireblight, pome fruit - Switzerland: (TG)"
915,www.promedmail.org/post/1821414,"Fireblight, pome fruit - Tunisia, Kazakhstan, Kyrgyzstan: 1st reps"
190,www.promedmail.org/post/555630,"Fireblight, pome fruit - UK, Spain"
274,www.promedmail.org/post/1006401,"Fireblight, pome fruit - USA: (NY), SR strains"
1109,www.promedmail.org/post/2516045,"Fireblight, pome fruit - USA: (TX)"
418,www.promedmail.org/post/2208727,"Flag smut, bacterial leaf blight, rice - India (Punjab &amp; Haryana)"
22,www.promedmail.org/post/2191985,"Food contamination, Salmonella - USA (02)"
1158,www.promedmail.org/post/5004885,"Foodborne illness - USA (02): CDC, 2013-2016"
1071,www.promedmail.org/post/4089612,"Foodborne illness - USA: (WV) susp. unpasteurized milk, state legislators"
931,www.promedmail.org/post/4637184,Fowl cholera - USA: (VT) turkey
330,www.promedmail.org/post/2286332,"Fungal infection, contaminated drug - Chile: S kiliense, pediatric oncology, RFI"
863,www.promedmail.org/post/1358143,"Fungal infection, contaminated drug - USA (08)"
49,www.promedmail.org/post/2195594,"Genetically modified plants, planting banned - Switzerland"
277,www.promedmail.org/post/762900,Genital chlamydia infection - Denmark (02): background
255,www.promedmail.org/post/761985,Genital chlamydia infection - Denmark: increase
905,www.promedmail.org/post/2836047,Glanders - worldwide: re-emergence
969,www.promedmail.org/post/3131984,"Glanders, equine - Germany: (NI) resolved, OIE"
512,www.promedmail.org/post/4333940,"Glanders, equine - India: (GJ) RFI"
159,www.promedmail.org/post/5166294,"Gonococcal disease - antibiotic resistance, WHO"
1185,www.promedmail.org/post/2552639,Gonococcal disease - Australia: (NS) increased incidence
1183,www.promedmail.org/post/5189995,"Gonococcal disease - Australia: antibiotic resistance, azithromycin"
355,www.promedmail.org/post/2723627,Gonococcal disease - Australia: ceftriaxone resistance
631,www.promedmail.org/post/1782652,Gonococcal disease - Sweden (02): comment
1028,www.promedmail.org/post/3656467,"Gonococcal disease - UK: azithromycin resistance, RFI"
1012,www.promedmail.org/post/2558066,Gonococcal disease - USA (02): (CA) increased incidence
656,www.promedmail.org/post/3239057,Gonococcal disease - USA (02): (UT)
617,www.promedmail.org/post/3307254,Gonococcal disease - USA (03): (CA) increasing incidence
492,www.promedmail.org/post/2620177,"Gonococcal disease - USA (03): (ID,OR,WA) increased incidence, rural, RFI"
819,www.promedmail.org/post/3323165,Gonococcal disease - USA (04): (UT) incidence rising
554,www.promedmail.org/post/4513277,Gonococcal disease - USA (05): (HI) ceftriaxone plus azithromycin resistance
247,www.promedmail.org/post/2009341,"Gonococcal disease - USA: (WA) increased incidence, RFI"
784,www.promedmail.org/post/2194430,Gonococcal disease surveillance - Australia
498,www.promedmail.org/post/2207106,"Gram negative bacilli, ESBL - UK (Scotland)"
298,www.promedmail.org/post/1308872,"Gram negative bacilli, MDR - Brazil (02): (MG) KPC, nosocomial"
268,www.promedmail.org/post/913662,"Gram negative bacilli, MDR - South Africa: NDM-1, nosocomial"
544,www.promedmail.org/post/1297252,"Gram negative bacilli, MDR - USA: (MD) KPC, nosocomial, fatal"
360,www.promedmail.org/post/2812844,"Gram-negative bacilli, MDR - Uruguay: (FD) KPC, nosocomial, fatal"
93,www.promedmail.org/post/2202193,"Gram-negative bacilli, VIM-2 production - S. Korea"
391,www.promedmail.org/post/2548648,Guillain-Barre syndrome - India: (KL) post-diarrhea
232,www.promedmail.org/post/490983,"Halo blight, broad bean - Spain: (AS)"
502,www.promedmail.org/post/4745377,"Halo blight, mung bean - China: emerging"
74,www.promedmail.org/post/2199352,Hantavirus infection - Taiwan (03)
320,www.promedmail.org/post/2145033,"Heartwater - Chad: (GR) camelidae, OIE"
957,www.promedmail.org/post/2199174,Helicobacter antibiotic resistance - USA (Alaska)
434,www.promedmail.org/post/3994578,"Hepatopancreatitis, prawns - Australia: (QL) OIE"
687,www.promedmail.org/post/2826348,Human enterovirus D68 - North America (06): update
628,www.promedmail.org/post/2196680,Infection spread to developed countries beneficial? (02)
161,www.promedmail.org/post/69012,Infectious salmon anemia - Chile
630,www.promedmail.org/post/1085988,Influenza (21): update
264,www.promedmail.org/post/872887,"Influenza (55): USA, pediatric deaths"
15,www.promedmail.org/post/2191826,Influenza A - China: new strain (03)
196,www.promedmail.org/post/187375,Influenza A (H1N1) - worldwide (07)
287,www.promedmail.org/post/190760,Influenza A (H1N1) - worldwide (13)
437,www.promedmail.org/post/682371,"Influenza A (H1N1) 2009, zoo animals - USA: (CA)"
183,www.promedmail.org/post/109599,"Influenza A (H1N1) virus, oseltamivir resistance (07): Europe"
137,www.promedmail.org/post/18524,"Influenza A deaths, children - Australia (WA)(02)"
518,www.promedmail.org/post/333136,Influenza pandemic (H1N1) 2009 (103): Ukraine
910,www.promedmail.org/post/343721,"Influenza pandemic (H1N1) 2009 (120): Canada, Haiti, Italy, USA"
805,www.promedmail.org/post/347877,Influenza pandemic (H1N1) 2009 (124): autopsy findings
297,www.promedmail.org/post/351889,Influenza pandemic (H1N1) 2009 (132): Tamiflu efficacy
563,www.promedmail.org/post/357063,"Influenza pandemic (H1N1) 2009 (135): Brazil, autopsies"
281,www.promedmail.org/post/264615,Influenza pandemic (H1N1) 2009 (28): child treatment
206,www.promedmail.org/post/265264,Influenza pandemic (H1N1) 2009 (29): child treatment
208,www.promedmail.org/post/279761,Influenza pandemic (H1N1) 2009 (35): NZ surveillance
209,www.promedmail.org/post/279342,Influenza pandemic (H1N1) 2009 (35): NZ urveillance
211,www.promedmail.org/post/284905,Influenza pandemic (H1N1) 2009 (39): pediatric deaths
871,www.promedmail.org/post/2208722,"Influenza, canine - USA (multistate)(02)"
426,www.promedmail.org/post/54948,"Influenza, pediatric mortality: CDC notice"
577,www.promedmail.org/post/1011,International health regulations
623,www.promedmail.org/post/3685157,"Klebsiella - Mexico: (JA,SI) nosocomial, infant, fatal"
169,www.promedmail.org/post/3723788,"Klebsiella pneumoniae - Portugal: (PO) resistant, KPC, nosocomial, fatal"
35,www.promedmail.org/post/2193291,"Klebsiella pneumoniae, nosocomial, drug-resistant: RFI"
974,www.promedmail.org/post/556610,"Leptospirosis, canine - USA: (OH)"
151,www.promedmail.org/post/52289,"Lethal yellowing, coconut palm - Belize: spread"
130,www.promedmail.org/post/7490,Listeriosis - Czech Republic: 2006
134,www.promedmail.org/post/1920,"Lumpy skin disease, bovine - Egypt (02)"
992,www.promedmail.org/post/54263,"Lumpy skin disease, bovine - South Africa (Limpopo)"
495,www.promedmail.org/post/4683261,Lyme disease - Canada (03): (ON) canine
1124,www.promedmail.org/post/4262503,Lyme disease - Canada: (NS) canine
222,www.promedmail.org/post/359052,Lyme disease - USA: avian hosts
275,www.promedmail.org/post/1011622,"Lymphogranuloma venereum - Europe: (Czech Republic, Spain) increase"
666,www.promedmail.org/post/357948,"Malaria, artemisinin resistance - SE Asia (02)"
80,www.promedmail.org/post/2200311,"Malaria, chloroquine resistant, fatal - USA ex Africa"
665,www.promedmail.org/post/4397013,Marine ecosystem health - Chile: (LG) implications of algal blooms
914,www.promedmail.org/post/8225,Measles - North Korea: RFI
257,www.promedmail.org/post/762094,Measles update 2011 (19)
1143,www.promedmail.org/post/4830367,Melioidosis - Australia (03): (NT) fatality
1150,www.promedmail.org/post/4965903,Melioidosis - Australia (04): (NT)
282,www.promedmail.org/post/4749013,Melioidosis - Australia: (NT)
789,www.promedmail.org/post/51409,Melioidosis - Australia: (NT)
919,www.promedmail.org/post/1345407,"Melioidosis - Belgium ex Thailand (02): cutaneous, travel-assoc."
1174,www.promedmail.org/post/5137064,Melioidosis - Belgium: ex Southeast Asia
120,www.promedmail.org/post/5236533,Melioidosis - Germany: ex Cambodia
707,www.promedmail.org/post/103921,Melioidosis - Israel ex Thailand
640,www.promedmail.org/post/2207089,Melioidosis - Mauritius
322,www.promedmail.org/post/698339,Melioidosis - Spain: (Madrid) ex Africa
383,www.promedmail.org/post/3202447,Melioidosis - USA (04): update
748,www.promedmail.org/post/423315,"Meningitis, meningococcal - Africa (03): Burkina Faso"
875,www.promedmail.org/post/1464977,"Meningitis, meningococcal - Chile (05): (RM) airplane exposure"
405,www.promedmail.org/post/3394758,"Meningitis, meningococcal - Ireland: 2010-2013, ext. family, sg.B, sg.B vaccine"
428,www.promedmail.org/post/3892267,"Meningitis, meningococcal - Kyrgyzstan: (GB) RFI"
442,www.promedmail.org/post/4115532,"Meningitis, meningococcal - Myanmar: (ML) fatal, sg B, RFI"
348,www.promedmail.org/post/1467561,"Meningitis, meningococcal - Russia: (PR) fatal"
152,www.promedmail.org/post/1687659,"Meningitis, meningococcal - Russia: (SV,IK) fatal"
802,www.promedmail.org/post/1725339,"Meningitis, meningococcal - USA (02): (New York City) fatal, MSM, vaccination"
299,www.promedmail.org/post/1315676,"Meningitis, meningococcal - USA (02): (NY) fatal, MSM"
517,www.promedmail.org/post/1576590,"Meningitis, meningococcal - USA: (New York City) fatal, MSM, alert"
722,www.promedmail.org/post/158038,"Meningitis, meningococcal - USA: (PA)"
1008,www.promedmail.org/post/2194429,"Meningitis, meningococcal: surveillance - Australia"
704,www.promedmail.org/post/2190708,"Meningococcal disease, control &amp; prevention"
821,www.promedmail.org/post/2190725,"Meningococcal disease, control &amp; prevention (02)"
1179,www.promedmail.org/post/5176214,"Meningococcal disease, eculizumab: complement deficiency, increased risk"
404,www.promedmail.org/post/3447481,"MERS-CoV (71): Thailand ex Oman, South Korea, Saudi Arabia, UAE"
632,www.promedmail.org/post/2197534,Military as disease vectors
497,www.promedmail.org/post/3836368,"Moko disease, banana - Suriname (02)"
84,www.promedmail.org/post/2200666,MRSA surveillance - Netherlands: 2001
90,www.promedmail.org/post/2201180,"MRSA: reverse zoonosis - USA, Canada"
1030,www.promedmail.org/post/3708652,"Mycobacterium abscessus - USA: (NC) nosocomial, lung transplant"
659,www.promedmail.org/post/4595617,"Mycobacterium bovis - UK: (England) ex S. Africa, animal-to-person transm., 2013"
567,www.promedmail.org/post/2194241,"Mycobacterium bovis, drug resistant - UK (Scotland)"
779,www.promedmail.org/post/776558,"Mycobacterium marinum, fish tank - USA: (CA)"
516,www.promedmail.org/post/5234721,"Mycoplasma bovis, bovine - New Zealand (02)"
359,www.promedmail.org/post/2771978,"Mycoplasma bovis, bovine - UK: (England) dairy cattle, RFI"
309,www.promedmail.org/post/1925311,"Mycoplasma pneumoniae - USA: (GA) college students, 2012"
191,www.promedmail.org/post/157102,"N. gonorrhoeae, fluoroquinolone resistance - Canada: (ON)"
1112,www.promedmail.org/post/1138608,"NDM carrying bacilli - Canada: (Alberta) nosocomial, fatal"
290,www.promedmail.org/post/1165421,NDM-1 carrying Enterobacteriaceae - China: (HK) ex Thailand
781,www.promedmail.org/post/697499,"NDM-1 carrying Enterobacteriaceae - India, China: govt. response"
1019,www.promedmail.org/post/3559467,"NDM-1 carrying Gram-negative bacillus - France: (MR) poss ex Viet Nam, RFI"
441,www.promedmail.org/post/2749919,NDM-4 carrying Enterobacteriaceae - India: (UP) hospital sewage
167,www.promedmail.org/post/3723227,"NDM-5 carrying K. pneumoniae - Netherlands: nosocomial, no history of travel"
276,www.promedmail.org/post/1024917,Necrotizing fasciitis \'96 New Zealand: increased incidence
392,www.promedmail.org/post/3304887,Neonatal sepsis: RFI
504,www.promedmail.org/post/4957289,New in IJID (04): April 2017
429,www.promedmail.org/post/4538286,New in IJID (04): September 2016
763,www.promedmail.org/post/5098242,New in IJID (06): June 2017
943,www.promedmail.org/post/5216530,New in IJID (08): August 2017
436,www.promedmail.org/post/1956207,Obituary: Donald Low
214,www.promedmail.org/post/335882,"Oily spot, pomegranate - India (02): (KA)"
496,www.promedmail.org/post/2439412,"Oily spot, pomegranate - India: (KA)"
251,www.promedmail.org/post/38832,"Oily spot, pomegranate - India: (Maharashtra)"
412,www.promedmail.org/post/3546876,"Oily spot, pomegranate - India: (MH)"
1156,www.promedmail.org/post/703429,"Oily spot, pomegranate - India: (MH) update"
171,www.promedmail.org/post/272651,"Oily spot, pomegranate - India: research"
168,www.promedmail.org/post/82364,"Oily spot, pomegranate - India: update"
218,www.promedmail.org/post/355561,"Pandemic influenza (H1N1) 2009 (135): Brazil, autopsies"
698,www.promedmail.org/post/3332544,"Panleukopenia virus, feline - Australia: (VI)"
945,www.promedmail.org/post/5137290,"Panleukopenia virus, feline - USA: (GA) cat shelter"
409,www.promedmail.org/post/4574695,"Panleukopenia virus, feline - USA: (MA)"
480,www.promedmail.org/post/4445325,Parechovirus - UK: (England) cause of sepsis
884,www.promedmail.org/post/1589755,Pasteurella pneumonia - USA: (OH) palliative pet care
450,www.promedmail.org/post/97786,"Pasteurella, bovine - Philippines: (E.Samar)"
145,www.promedmail.org/post/1122809,Pertussis - USA (08)
92,www.promedmail.org/post/2201796,Pertussis - USA ex Russia (04)
34,www.promedmail.org/post/2193132,Pharmaceuticals contaminating drinking water (02)
33,www.promedmail.org/post/2193055,Pharmaceuticals contaminating drinking water supplies
561,www.promedmail.org/post/2193566,Pig belly disease - Solomon Islands (03)
839,www.promedmail.org/post/4698685,Plague - Madagascar (02): (AS) fatalities
1140,www.promedmail.org/post/4784059,Plague - Madagascar (02): 2nd cluster
1022,www.promedmail.org/post/3603984,"Plague - Madagascar (03): (AO) pneumonic, fatal"
1024,www.promedmail.org/post/3631683,"Plague - Madagascar (04): (AO) pneumonic, fatal, WHO"
935,www.promedmail.org/post/4754927,Plague - Madagascar: fatalities
1188,www.promedmail.org/post/3563153,Plague - USA (06): (CA)
78,www.promedmail.org/post/2200152,Plague - USA (New Mexico)
828,www.promedmail.org/post/2257050,"Plague (02): genetic analysis, Justinian plague bacillus, comment"
227,www.promedmail.org/post/411655,"Plague, canine - USA: (NM)"
1164,www.promedmail.org/post/49104,"Plague, fatal - Madagascar (02): (Antananarivo)"
148,www.promedmail.org/post/48346,"Plague, fatal - Madagascar: (Antananarivo), RFI"
215,www.promedmail.org/post/346916,"Plague, feline - USA (CA)"
142,www.promedmail.org/post/27421,"Plague, feline - USA (NM)"
166,www.promedmail.org/post/81720,"Plague, feline - USA (WY): mountain lion"
753,www.promedmail.org/post/10006,"Plague, squirrel - USA (CO)"
626,www.promedmail.org/post/4052792,"Plague: worldwide, 2010-2015"
743,www.promedmail.org/post/23088,Porcine reprod. &amp; resp. syndrome - China  (04)
761,www.promedmail.org/post/494194,Potomac horse fever - USA: (NY)
486,www.promedmail.org/post/17483,"Potomac horse fever, WNV - USA (TX)"
901,www.promedmail.org/post/2192679,"Prawns farming, hazards - Tanzania (02)"
1,www.promedmail.org/post/2187668,PROMED-AHEAD: FDA restricted drugs (2)
288,www.promedmail.org/post/1140398,"ProMED-mail: News, Information, and the Difficult Questions that Make You Think"
57,www.promedmail.org/post/2188665,PROMED: Disease surveillance - Taiwan
956,www.promedmail.org/post/2188651,PROMED: Infection Control - England
5,www.promedmail.org/post/2188659,"PROMED: Infection control - Georgia, USA (2)"
1065,www.promedmail.org/post/2188652,"PROMED: Infection control - Illinois, USA"
1053,www.promedmail.org/post/2188691,"PROMED: Infection control - Kansas/Missouri, USA"
4,www.promedmail.org/post/2188649,PROMED: Infection Control - Singapore
6,www.promedmail.org/post/2188728,PROMED: Infection control: MRSA (4)
7,www.promedmail.org/post/2188746,PROMED: Infection control: MRSA/VRSA (2)
2,www.promedmail.org/post/2188067,PROMED: Resurgent TB - New WHO campaign
3,www.promedmail.org/post/2188091,"PROMED: WER Contents, Mar. 8, 1996"
899,www.promedmail.org/post/4608558,"Pseudomonas - USA: (MD) NICU, fatal, RFI"
642,www.promedmail.org/post/2207584,"Pseudomonas fluorescens, syringes - USA (02)"
897,www.promedmail.org/post/1858179,Pseudomonas perichondritis - USA (02): (IL) ear piercing
1013,www.promedmail.org/post/1846195,Pseudomonas perichondritis - USA: (IL) ear piercing
376,www.promedmail.org/post/2191892,"Pseudomonas, unusual virulence for neonates - USA, Boston"
737,www.promedmail.org/post/2558445,"Psittacosis, avian - USA: pet stores"
415,www.promedmail.org/post/3581351,Pythiosis - USA (FL): equine
414,www.promedmail.org/post/1104908,"Pythiosis, human - USA: (TX)"
501,www.promedmail.org/post/4735189,Q fever - Australia (03): (SA) spike in disease
1107,www.promedmail.org/post/14742,Q fever - Australia (SA)
411,www.promedmail.org/post/3516801,Q fever - Australia: (NS)
347,www.promedmail.org/post/3238647,Q Fever - Brazil: (SP)
94,www.promedmail.org/post/2202471,Q fever - France (Chamonix)
889,www.promedmail.org/post/1790517,"Q fever - French Guiana: (CY) virulent genotype, alert"
513,www.promedmail.org/post/5180136,Q fever - Israel: RFI
591,www.promedmail.org/post/352850,Q fever - Netherlands (14): update
1111,www.promedmail.org/post/390753,Q fever - Netherlands (18): update &amp; review
463,www.promedmail.org/post/411770,Q fever - Netherlands (24): update
455,www.promedmail.org/post/652524,"Q fever - Netherlands: human, animal"
583,www.promedmail.org/post/1689392,Q fever - Spain: (AN)
79,www.promedmail.org/post/2200161,Q fever - UK: FMD carcass disposal
112,www.promedmail.org/post/2208425,Q fever - USA (CO)
651,www.promedmail.org/post/4937,"Q fever - USA (IA,IL): RFI"
342,www.promedmail.org/post/2567386,"Q fever- South Korea: (CB) animal, OIE"
572,www.promedmail.org/post/1984,"Q fever, meat processing plant - UK (Scotland)"
1142,www.promedmail.org/post/18518,"Q fever, veterinary students - Slovenia"
484,www.promedmail.org/post/4523004,Rabies: World Rabies Day
1064,www.promedmail.org/post/3923555,Raoultella planticola: conjunctivitis
164,www.promedmail.org/post/70947,"S. aureus, contaminated injections - USA: (FL), alert"
155,www.promedmail.org/post/54688,"Salinomycin intoxication, camel - Saudi Arabia"
37,www.promedmail.org/post/2193339,Salmonella &amp; sugar gliders as pets (03)
38,www.promedmail.org/post/2193664,"Salmonella agona, foodborne disease - USA (06)"
551,www.promedmail.org/post/2192669,Salmonella reports - UK: 1996
932,www.promedmail.org/post/2200595,"Salmonella Stanley, peanuts - Australia: recall"
664,www.promedmail.org/post/2192305,Salmonella typhimurium DT 104 - USA (Vermont)
81,www.promedmail.org/post/2200457,"Salmonella typhimurium DT104 - Australia, Europe"
13,www.promedmail.org/post/2190686,Salmonella typhimurium DT104 - Denmark
48,www.promedmail.org/post/2195365,Salmonella typhimurium DT104 - USA: Correction
28,www.promedmail.org/post/2192824,"Salmonella typhimurium DT104, global prevalence"
249,www.promedmail.org/post/2192842,"Salmonella typhimurium DT104, global prevalence (03)"
39,www.promedmail.org/post/2193833,"Salmonella typhimurium DT104, prevalence - UK"
36,www.promedmail.org/post/2193326,"Salmonella, antibiotic resistance - USA"
12,www.promedmail.org/post/2190556,"Salmonella, drug resistant strain - UK/USA"
91,www.promedmail.org/post/2201373,"Salmonella, fluoroquinolone resistance - Taiwan"
981,www.promedmail.org/post/2146535,"Salmonellosis - USA (01): (CA, NV) cashew cheese products"
459,www.promedmail.org/post/4190298,Salmonellosis - USA (07): pet turtles
1021,www.promedmail.org/post/3583697,"Salmonellosis - USA (13): (WA) pork, st. i 4,[5],12:i:-"
912,www.promedmail.org/post/47161,"Salmonellosis - USA: (MT, TX, PA) RFI"
147,www.promedmail.org/post/42733,"Salmonellosis, antibiotic resistant - USA: (AZ), RFI"
708,www.promedmail.org/post/2193252,"Salmonellosis, avian - USA (Michigan) (04)"
619,www.promedmail.org/post/31935,"Salmonellosis, frozen poultry pie - USA (multistate)(04): recall"
1029,www.promedmail.org/post/52317,"Salmonellosis, human, pet turtles - USA"
184,www.promedmail.org/post/114013,"Salmonellosis, human, pet turtles - USA (02)"
133,www.promedmail.org/post/16697,"Salmonellosis, human, pet turtles - USA (multistate): 2006-2007"
801,www.promedmail.org/post/1129971,"Salmonellosis, multiple serotypes - USA (02): pet turtles, more strains"
284,www.promedmail.org/post/1086557,"Salmonellosis, multiple serotypes - USA: pet turtles"
374,www.promedmail.org/post/68599,"Salmonellosis, municipal water supply - USA (02): (CO)"
836,www.promedmail.org/post/69589,"Salmonellosis, municipal water supply - USA (03): (CO)"
1165,www.promedmail.org/post/71609,"Salmonellosis, municipal water supply - USA (04): (CO), co-pathogens"
157,www.promedmail.org/post/68263,"Salmonellosis, municipal water supply - USA (CO)"
1003,www.promedmail.org/post/4340423,"Salmonellosis, otter - USA: (WI) zoo"
752,www.promedmail.org/post/499682,"Salmonellosis, pickles - USA: (IL)"
1006,www.promedmail.org/post/72780,"Salmonellosis, serotype Agona, breakfast cereal - USA"
1104,www.promedmail.org/post/2208904,"Salmonellosis, serotype Goldcoast - Multicountry ex Spain (02)"
920,www.promedmail.org/post/1991064,"Salmonellosis, serotype Heidelberg - USA (02): chicken, alert, recall"
1191,www.promedmail.org/post/2002725,"Salmonellosis, serotype Heidelberg - USA (04): roasted chicken, alert, recall"
928,www.promedmail.org/post/2008348,"Salmonellosis, serotype Heidelberg - USA (05): chicken, alert, further recall"
1087,www.promedmail.org/post/445561,"Salmonellosis, serotype Hvittingfoss - USA (02): (IL) restaurants"
207,www.promedmail.org/post/443694,"Salmonellosis, serotype Hvittingfoss - USA: (IL) restaurant chain"
671,www.promedmail.org/post/1107037,"Salmonellosis, serotype I 4,[5],12:i:- - USA:  feeder rodents"
602,www.promedmail.org/post/623638,"Salmonellosis, serotype I 4,5,12,i-, sprouts - USA"
771,www.promedmail.org/post/612020,"Salmonellosis, serotype I 4,5,12,i-, sprouts - USA (02)"
149,www.promedmail.org/post/49334,"Salmonellosis, serotype Newport - USA: (SD)"
325,www.promedmail.org/post/44362,"Salmonellosis, serotype Newport, ground beef - USA: alert"
279,www.promedmail.org/post/1031013,"Salmonellosis, serotype Paratyphi B - USA: (PA, SC) pet turtles 2011"
223,www.promedmail.org/post/417409,"Salmonellosis, serotype Paratyphi B - USA: raw tuna"
153,www.promedmail.org/post/53127,"Salmonellosis, serotype Paratyphi B, raw tuna - USA"
154,www.promedmail.org/post/53395,"Salmonellosis, serotype Paratyphi B, raw tuna - USA (02)"
859,www.promedmail.org/post/59177,"Salmonellosis, serotype Paratyphi B, raw tuna - USA (03)"
128,www.promedmail.org/post/84729,"Salmonellosis, serotype Saintpaul, tomatoes - USA (02)"
174,www.promedmail.org/post/85306,"Salmonellosis, serotype Saintpaul, tomatoes - USA (03)"
308,www.promedmail.org/post/87390,"Salmonellosis, serotype Saintpaul, tomatoes - USA (04)"
305,www.promedmail.org/post/88231,"Salmonellosis, serotype Saintpaul, tomatoes - USA (05)"
202,www.promedmail.org/post/89125,"Salmonellosis, serotype Saintpaul, tomatoes - USA (06)"
225,www.promedmail.org/post/89485,"Salmonellosis, serotype Saintpaul, tomatoes - USA (07)"
479,www.promedmail.org/post/90007,"Salmonellosis, serotype Saintpaul, tomatoes - USA (08)"
780,www.promedmail.org/post/90309,"Salmonellosis, serotype Saintpaul, tomatoes - USA (09)"
179,www.promedmail.org/post/91195,"Salmonellosis, serotype Saintpaul, tomatoes - USA (10)"
718,www.promedmail.org/post/91862,"Salmonellosis, serotype Saintpaul, tomatoes - USA (11): doubts"
877,www.promedmail.org/post/92920,"Salmonellosis, serotype Saintpaul, tomatoes - USA (12): more doubts"
432,www.promedmail.org/post/93634,"Salmonellosis, serotype Saintpaul, tomatoes - USA (13)"
401,www.promedmail.org/post/96256,"Salmonellosis, serotype Saintpaul, tomatoes - USA (14)"
180,www.promedmail.org/post/96826,"Salmonellosis, serotype Saintpaul, tomatoes - USA (15): peppers"
181,www.promedmail.org/post/98956,"Salmonellosis, serotype Saintpaul, tomatoes - USA (16): peppers"
182,www.promedmail.org/post/108358,"Salmonellosis, serotype Saintpaul, tomatoes - USA (17): peppers"
735,www.promedmail.org/post/83972,"Salmonellosis, serotype Saintpaul, tomatoes - USA: multistate"
605,www.promedmail.org/post/1317973,"Salmonellosis, serotype Typhimurium - Africa: invasive strain, HIV"
124,www.promedmail.org/post/4426,"Salmonellosis, serotype Typhimurium - N. America (03)"
273,www.promedmail.org/post/982287,"Salmonellosis, serotype Typhimurium - USA (03): ground beef"
123,www.promedmail.org/post/4079,"Salmonellosis, serotype Typhimurium - USA (multistate): RFI"
186,www.promedmail.org/post/132908,"Salmonellosis, serotype Typhimurium phage type 42 - New Zealand"
189,www.promedmail.org/post/139280,"Salmonellosis, serotype Typhimurium phage type 42 - New Zealand (02)"
343,www.promedmail.org/post/2566071,"Salmonellosis, st Heidelberg - USA (06): chicken, continuig alert"
854,www.promedmail.org/post/2588624,"Salmonellosis, st Heidelberg - USA (07): chicken, alert, recall"
1189,www.promedmail.org/post/5225307,"Salmonellosis, st Heidelberg - USA: MDR, cattle contact"
1009,www.promedmail.org/post/3364684,"Salmonellosis, st Muenchen - USA: crested gecko exposure"
1017,www.promedmail.org/post/3528553,"Salmonellosis, st Paratyphi - USA (05): raw tuna ex Indonesia"
1026,www.promedmail.org/post/3650057,"Salmonellosis, st Poona - USA (03): Mexican cucumbers, fatal"
923,www.promedmail.org/post/3668125,"Salmonellosis, st Poona - USA (04): Mexican cucumbers, fatal"
