study_id,segment,code_identifiers,code_main,code_identifiers_link,mesh_drug_id,mesh_drug_definitions,mesh_drug_mn,mesh_drug_segment_name_class,mesh_drug_preferred_label,mesh_drug_class,mesh_drug_class_desc,mesh_drug_parent_id,mesh_drug_parent_name,mesh_drug_rank,atc_drug_preferred_label,atc_drug_id,atc_drug_parents_class_ids,atc_drug_rank,atc_drug_parent_name
21824,ticarcillin-clavulanic acid,b,drug resisted,drug resisted; mic,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,d013982|d002969,ticarcillin; clavulanic acids,drug name,ticarcillin and beta-lactamase inhibitor,c3652705,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
21824,"piperacillin, tazobactam drug combination",c,drug resisted,drug resisted; mic,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
21824,aztreonam,d,drug resisted,drug resisted; mic,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
21824,ceftazidime,e,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
21824,cefepime,f,drug resisted,drug resisted; mic,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
21838,aztreonam,NA,drug resisted,NA,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
21982,cephamycins,a,drug resisted,drug resisted; event month; event year,d002513,naturally occurring family of beta-lactam cephalosporin-type antibiotics having a 7-methoxy group and possessing marked resistance to the action of beta-lactamases from gram-positive and gram-negative organisms.,d02.065.589.099.249.250|d03.633.100.300.249.250|d02.886.665.074.250,preferred_label,cephamycins,d,desc,d002511,cephalosporins,drug group,other cephalosporins and penems in atc,c3653882,j01d,drug_group,other beta-lactam antibacterials in atc
21982,cephalosporins,a,drug resisted,drug resisted; event month; event year,d002511,a family of organic compounds that are composed of a dihydrothiazine ring and a beta-lactam ring.|a group of broad-spectrum antibiotics first isolated from the mediterranean fungus acremonium. they contain the beta-lactam moiety thia-azabicyclo-octenecarboxylic acid also called 7-aminocephalosporanic acid.,d02.065.589.099.249|d02.886.665.074|d03.633.100.300.249,preferred_label,cephalosporins,d,desc,d013843|d047090,thiazines; beta-lactams,drug group,other cephalosporins and penems in atc,c3653882,j01d,drug_group,other beta-lactam antibacterials in atc
21982,carbapenems,a,drug resisted,drug resisted; event month; event year,d015780,a group of beta-lactam antibiotics in which the sulfur atom in the thiazolidine ring of the penicillin molecule is replaced by a carbon atom. thienamycins are a subgroup of carbapenems which have a sulfur atom as the first constituent of the side chain.,d02.065.589.099.124|d03.633.100.300.124,preferred_label,carbapenems,d,desc,d047090,beta-lactams,drug group,carbapenems,c0006968,j01d,drug_group,other beta-lactam antibacterials in atc
21982,cephamycins,b,drug resisted,drug resisted; event month; event year,d002513,naturally occurring family of beta-lactam cephalosporin-type antibiotics having a 7-methoxy group and possessing marked resistance to the action of beta-lactamases from gram-positive and gram-negative organisms.,d02.065.589.099.249.250|d03.633.100.300.249.250|d02.886.665.074.250,preferred_label,cephamycins,d,desc,d002511,cephalosporins,drug group,other cephalosporins and penems in atc,c3653882,j01d,drug_group,other beta-lactam antibacterials in atc
21982,cephalosporins,b,drug resisted,drug resisted; event month; event year,d002511,a family of organic compounds that are composed of a dihydrothiazine ring and a beta-lactam ring.|a group of broad-spectrum antibiotics first isolated from the mediterranean fungus acremonium. they contain the beta-lactam moiety thia-azabicyclo-octenecarboxylic acid also called 7-aminocephalosporanic acid.,d02.065.589.099.249|d02.886.665.074|d03.633.100.300.249,preferred_label,cephalosporins,d,desc,d013843|d047090,thiazines; beta-lactams,drug group,other cephalosporins and penems in atc,c3653882,j01d,drug_group,other beta-lactam antibacterials in atc
21982,cefuroxime,a,drug resisted,drug resisted; event month; event year,d002444,"broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.",d03.633.100.300.249.190.190.165|d02.065.589.099.249.190.190.165|d02.886.665.074.190.190.165,preferred_label,cefuroxime,d,desc,d002439,cefotaxime,drug name,cefuroxime,c0007562,j01dc|s01aa,drug_name,"second-generation cephalosporins; antibiotics, ophthalmologic"
22121,"trimethoprim, sulfamethoxazole drug combination",NA,drug resisted,NA,d015662,"a drug combination with broad-spectrum antibacterial activity against both gram-positive and gram-negative organisms. it is effective in the treatment of many infections, including pneumocystis pneumonia in aids.",d03.383.742.906.500|d26.310.875|d02.065.884.725.867.500|d02.886.590.700.725.867.500|d02.092.146.807.867.500,preferred_label,"trimethoprim, sulfamethoxazole drug combination",d,desc,d014295|d004338|d013420,trimethoprim; drug combinations; sulfamethoxazole,drug name,sulfamethoxazole and trimethoprim,c0041044,j01ee,drug_name,"combinations of sulfonamides and trimethoprim, incl. derivatives"
22167,piperacillin,NA,drug resisted,NA,d010878,"semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.",d02.065.589.099.750.750.050.650|d03.633.100.300.750.750.050.650|d02.886.108.750.750.050.650,preferred_label,piperacillin,d,desc,d000667,ampicillin,drug name,piperacillin,c0031955,j01ca,drug_name,penicillins with extended spectrum
22167,cefazolin,NA,drug resisted,NA,d002437,a semisynthetic cephalosporin analog with broad-spectrum antibiotic action due to inhibition of bacterial cell wall synthesis. it attains high serum levels and is excreted quickly via the urine.,d02.065.589.099.249.160|d02.886.665.074.160|d03.633.100.300.249.160,preferred_label,cefazolin,d,desc,d002511,cephalosporins,drug name,cefazolin,c0007546,j01db,drug_name,first-generation cephalosporins
22167,cefuroxime,NA,drug resisted,NA,d002444,"broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.",d03.633.100.300.249.190.190.165|d02.065.589.099.249.190.190.165|d02.886.665.074.190.190.165,preferred_label,cefuroxime,d,desc,d002439,cefotaxime,drug name,cefuroxime,c0007562,j01dc|s01aa,drug_name,"second-generation cephalosporins; antibiotics, ophthalmologic"
22167,ceftriaxone,NA,drug resisted,NA,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
22167,ciprofloxacin,NA,drug resisted,NA,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
22167,levofloxacin,NA,drug resisted,NA,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,d015242,ofloxacin,drug name,levofloxacin,c0282386,j01ma|s01ae,drug_name,"fluoroquinolone antibacterials, systemic; fluoroquinolone antiinfectives, ophthalmologic"
22199,imipenem,a,drug resisted,drug resisted; mic,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
22199,meropenem,b,drug resisted,drug resisted; mic,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
22437,cefotaxime,b,drug resisted,drug resisted; mic,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
22437,ceftriaxone,c,drug resisted,drug resisted; mic,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
22437,cefixime,d,drug resisted,drug resisted; mic,d020682,a third-generation cephalosporin antibiotic that is stable to hydrolysis by beta-lactamases.,d02.065.589.099.249.190.190.115|d02.886.665.074.190.190.115|d03.633.100.300.249.190.190.115,preferred_label,cefixime,d,desc,d002439,cefotaxime,drug name,cefixime,c0060400,j01dd,drug_name,third-generation cephalosporins
22437,cefalotin,a,drug resisted,drug resisted; mic,d002512,a cephalosporin antibiotic.,d02.065.589.099.249.190.210|d03.633.100.300.249.190.210|d02.886.665.074.190.210,synonyms,cephalothin,d,desc,d002505,cephacetrile,drug name,cefalotin,c0007735,j01db,drug_name,first-generation cephalosporins
22703,azithromycin,a,drug resisted,age; binomial (genus species); drug resisted; event date; event month; event year; sex; state/province/district,d017963,"a semi-synthetic macrolide antibiotic structurally related to erythromycin. it has been used in the treatment of mycobacterium avium intracellulare infections, toxoplasmosis, and cryptosporidiosis.",d02.540.576.500.992.050,preferred_label,azithromycin,d,desc,d004917,erythromycin,drug name,azithromycin,c0052796,s01aa|j01fa,drug_name,"antibiotics, ophthalmologic; macrolides"
22703,doxycycline,a,drug resisted,age; binomial (genus species); drug resisted; event date; event month; event year; sex; state/province/district,d004318,a synthetic tetracycline derivative with similar antimicrobial activity.,d02.455.426.559.847.562.900.200|d04.615.562.900.200,preferred_label,doxycycline,d,desc,d013754,tetracyclines,drug name,doxycycline,c0013090,a01ab|j01aa,drug_name,antiinfectives and antiseptics for local oral treatment; tetracyclines
22703,clindamycin,a,drug resisted,age; binomial (genus species); drug resisted; event date; event month; event year; sex; state/province/district,d002981,an antibacterial agent that is a semisynthetic analog of lincomycin.,d09.408.471.500.125|d03.383.773.532.500.125,preferred_label,clindamycin,d,desc,d008034,lincomycin,drug name,clindamycin,c0008947,j01ff|g01aa|d10af,drug_name,"lincosamides; antibiotics, gynecological; antiinfectives for treatment of acne"
22703,rituximab,b,drug resisted,age; binomial (genus species); comorbidities; drug resisted; event date; event month; event year; sex; state/province/district,d000069283,a murine-derived monoclonal antibody and antineoplastic agent that binds specifically to the cd20 antigen and is used in the treatment of leukemia; lymphoma and rheumatoid arthritis.,d12.776.377.715.548.114.224.284.785|d12.776.124.486.485.114.224.075.785|d12.776.124.790.651.114.224.075.785,preferred_label,rituximab,d,desc,d058846,"antibodies, monoclonal, murine-derived",drug name,rituximab,c0393022,l01xc,drug_name,"monoclonal antibodies, antineoplastic"
22703,clindamycin,b,drug resisted,age; binomial (genus species); comorbidities; drug resisted; event date; event month; event year; sex; state/province/district,d002981,an antibacterial agent that is a semisynthetic analog of lincomycin.,d09.408.471.500.125|d03.383.773.532.500.125,preferred_label,clindamycin,d,desc,d008034,lincomycin,drug name,clindamycin,c0008947,j01ff|g01aa|d10af,drug_name,"lincosamides; antibiotics, gynecological; antiinfectives for treatment of acne"
22703,doxycycline,b,drug resisted,age; binomial (genus species); comorbidities; drug resisted; event date; event month; event year; sex; state/province/district,d004318,a synthetic tetracycline derivative with similar antimicrobial activity.,d02.455.426.559.847.562.900.200|d04.615.562.900.200,preferred_label,doxycycline,d,desc,d013754,tetracyclines,drug name,doxycycline,c0013090,a01ab|j01aa,drug_name,antiinfectives and antiseptics for local oral treatment; tetracyclines
22703,atovaquone,b,drug resisted,age; binomial (genus species); comorbidities; drug resisted; event date; event month; event year; sex; state/province/district,d053626,a hydroxynaphthoquinone that has antimicrobial activity and is being used in antimalarial protocols.,d04.615.638.721.186|d02.806.550.312,preferred_label,atovaquone,d,desc,d009285,naphthoquinones,drug name,atovaquone,c0165603,p01ax,drug_name,other agents against amoebiasis and other protozoal diseases in atc
2302,ticarcillin,a,drug resisted,drug resisted; mic,d013982,an antibiotic derived from penicillin similar to carbenicillin in action.,d02.886.108.750.875|d02.065.589.099.750.875|d03.633.100.300.750.875,preferred_label,ticarcillin,d,desc,d010406,penicillins,drug name,ticarcillin,c0040193,j01ca,drug_name,penicillins with extended spectrum
2302,ticarcillin-clavulanic acid,b,drug resisted,drug resisted; mic,c043215,NA,NA,preferred_label,ticarcillin-clavulanic acid,c,supp,d013982|d002969,ticarcillin; clavulanic acids,drug name,ticarcillin and beta-lactamase inhibitor,c3652705,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
2302,temocillin,c,drug resisted,drug resisted; mic,c031367,NA,NA,preferred_label,temocillin,c,supp,d010406,penicillins,drug name,temocillin,c0076079,j01ca,drug_name,penicillins with extended spectrum
2302,piperacillin,d,drug resisted,drug resisted; mic,d010878,"semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.",d02.065.589.099.750.750.050.650|d03.633.100.300.750.750.050.650|d02.886.108.750.750.050.650,preferred_label,piperacillin,d,desc,d000667,ampicillin,drug name,piperacillin,c0031955,j01ca,drug_name,penicillins with extended spectrum
2302,"piperacillin, tazobactam drug combination",e,drug resisted,drug resisted; mic,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
2302,ertapenem,f,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
2303,meropenem,h,drug resisted,drug resisted; mic,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
2303,doripenem,i,drug resisted,drug resisted; mic,c099245,NA,NA,preferred_label,doripenem,c,supp,d015780,carbapenems,drug name,doripenem,c0389169,j01dh,drug_name,carbapenems
2303,ertapenem,j,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
2303,ceftazidime,a,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
2303,cefepime,b,drug resisted,drug resisted; mic,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
2303,aztreonam,c,drug resisted,drug resisted; mic,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
2303,ertapenem,d,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
2303,amikacin,e,drug resisted,drug resisted; mic,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
2303,levofloxacin,f,drug resisted,drug resisted; mic,d064704,the l-isomer of ofloxacin.,d03.633.100.810.835.322.500.500,preferred_label,levofloxacin,d,desc,d015242,ofloxacin,drug name,levofloxacin,c0282386,j01ma|s01ae,drug_name,"fluoroquinolone antibacterials, systemic; fluoroquinolone antiinfectives, ophthalmologic"
2303,imipenem,g,drug resisted,drug resisted; mic,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
23039,ciprofloxacin,NA,drug resisted,NA,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
23039,gentamicin,NA,drug resisted,NA,d005839,"a complex antibiotic substance produced by micromonospora purpurea, with three components: gentamicin c1, c2 , and c1a sulfates.|a complex of closely related aminoglycoside bases (e.g., gentamicins c1, c2, and c1(suba)), obtained from micromonospora purpurea and related species.|a complex of closely related aminoglycosides obtained from micromonospora purpurea and related species. they are broad-spectrum antibiotics, but may cause ear and kidney damage. they act to inhibit protein biosynthesis.",d09.408.051.374,synonyms,gentamicins,d,desc,d000617,aminoglycosides,drug group,gentamicin,c3854019,s01aa|s02aa|d06ax|j01gb|s03aa,drug_name,"antibiotics, ophthalmologic; antiinfectives; other antibiotics for topical use in atc; other aminoglycosides in atc; antiinfectives"
23039,"piperacillin, tazobactam drug combination",NA,drug resisted,NA,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
23039,cefotaxime,NA,drug resisted,NA,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
23039,ceftriaxone,NA,drug resisted,NA,d002443,"a broad-spectrum cephalosporin antibiotic with a very long half-life and high penetrability to meninges, eyes and inner ears.",d03.633.100.300.249.190.190.155|d02.065.589.099.249.190.190.155|d02.886.665.074.190.190.155,preferred_label,ceftriaxone,d,desc,d002439,cefotaxime,drug name,ceftriaxone,c0007561,j01dd,drug_name,third-generation cephalosporins
23039,ceftazidime,NA,drug resisted,NA,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
23039,cefepime,NA,drug resisted,NA,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
23039,cefoxitin,NA,drug resisted,NA,d002440,a semisynthetic cephamycin antibiotic resistant to beta-lactamase.,d02.065.589.099.249.250.222|d03.633.100.300.249.250.222|d02.886.665.074.250.222,preferred_label,cefoxitin,d,desc,d002513,cephamycins,drug name,cefoxitin,c0007557,j01dc,drug_name,second-generation cephalosporins
23039,aztreonam,NA,drug resisted,NA,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
23107,cefotaxime,e,drug resisted,drug resisted; mic,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
23107,cefuroxime,f,drug resisted,drug resisted; mic,d002444,"broad-spectrum cephalosporin antibiotic resistant to beta-lactamase. it has been proposed for infections with gram-negative and gram-positive organisms, gonorrhea, and haemophilus.",d03.633.100.300.249.190.190.165|d02.065.589.099.249.190.190.165|d02.886.665.074.190.190.165,preferred_label,cefuroxime,d,desc,d002439,cefotaxime,drug name,cefuroxime,c0007562,j01dc|s01aa,drug_name,"second-generation cephalosporins; antibiotics, ophthalmologic"
23107,ceftazidime,g,drug resisted,drug resisted; mic,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
23107,aztreonam,h,drug resisted,drug resisted; mic,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
23107,cefepime,i,drug resisted,drug resisted; mic,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
23107,ertapenem,j,drug resisted,drug resisted; mic,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
23107,imipenem,k,drug resisted,drug resisted; mic,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
23107,meropenem,l,drug resisted,drug resisted; mic,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
23107,ciprofloxacin,m,drug resisted,drug resisted; mic,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
23107,ampicillin,a,drug resisted,drug resisted; mic,d000667,semi-synthetic derivative of penicillin that functions as an orally active broad-spectrum antibiotic.,d03.633.100.300.750.750.050|d02.065.589.099.750.750.050|d02.886.108.750.750.050,preferred_label,ampicillin,d,desc,d010400,penicillin g,drug group,ampicillin,c0002680,s01aa|j01ca,drug_name,"antibiotics, ophthalmologic; penicillins with extended spectrum"
23107,piperacillin,b,drug resisted,drug resisted; mic,d010878,"semisynthetic, broad-spectrum, ampicillin derived ureidopenicillin antibiotic proposed for pseudomonas infections. it is also used in combination with other antibiotics.",d02.065.589.099.750.750.050.650|d03.633.100.300.750.750.050.650|d02.886.108.750.750.050.650,preferred_label,piperacillin,d,desc,d000667,ampicillin,drug name,piperacillin,c0031955,j01ca,drug_name,penicillins with extended spectrum
23107,cephalothin,c,drug resisted,drug resisted; mic,d002512,a cephalosporin antibiotic.,d02.065.589.099.249.190.210|d03.633.100.300.249.190.210|d02.886.665.074.190.210,preferred_label,cephalothin,d,desc,d002505,cephacetrile,drug name,cefalotin,c0007735,j01db,drug_name,first-generation cephalosporins
23107,cefoxitin,d,drug resisted,drug resisted; mic,d002440,a semisynthetic cephamycin antibiotic resistant to beta-lactamase.,d02.065.589.099.249.250.222|d03.633.100.300.249.250.222|d02.886.665.074.250.222,preferred_label,cefoxitin,d,desc,d002513,cephamycins,drug name,cefoxitin,c0007557,j01dc,drug_name,second-generation cephalosporins
232,tetracycline,NA,drug resisted,NA,d013752,a naphthacene antibiotic that inhibits amino acyl trna binding during protein synthesis.,d04.615.562.900.875|d02.455.426.559.847.562.900.875,preferred_label,tetracycline,d,desc,d013754,tetracyclines,drug name,tetracycline,c0039644,s03aa|j01aa|s01aa|d06aa|s02aa|a01ab,drug_name,"antiinfectives; tetracyclines; antibiotics, ophthalmologic; tetracycline and derivatives, topical antibiotics; antiinfectives; antiinfectives and antiseptics for local oral treatment"
232,erythromycin,a,drug resisted,drug resisted; mic,d004917,"a bacteriostatic antibiotic macrolide produced by streptomyces erythreus. erythromycin a is considered its major active component. in sensitive organisms, it inhibits protein synthesis by binding to 50s ribosomal subunits. this binding process inhibits peptidyl transferase activity and interferes with translocation of amino acids during translation and assembly of proteins.",d02.540.576.500.992,preferred_label,erythromycin,d,desc,d018942,macrolides,drug group,erythromycin,c0014806,s01aa|j01fa|d10af,drug_name,"antibiotics, ophthalmologic; macrolides; antiinfectives for treatment of acne"
232,ciprofloxacin,b,drug resisted,drug resisted; mic,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
